"2017-05-02 21:35:23,102",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-02 21:36:41,210","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.06,32,32,200,0,9,41,15,26,20,17,19,16,19,16
"2017-05-02 21:38:00,150","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.88,32,32,200,0,5,55,12,34,16,28,17,25,17,22
"2017-05-02 21:39:18,489","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.00,32,32,200,0,6,47,9,38,14,31,15,28,17,23
"2017-05-02 21:40:37,176","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.88,32,32,200,0,4,59,7,39,11,27,11,28,11,29
"2017-05-02 21:41:55,270","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,42.70,32,32,200,0,2,59,8,39,12,30,13,27,11,30
"2017-05-02 21:43:16,870","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.79,32,32,200,0,2,65,7,46,7,45,5,43,4,39
"2017-05-02 21:44:37,207","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.29,32,32,200,0,2,59,8,38,9,31,12,26,13,26
"2017-05-02 21:45:56,040","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.45,32,32,200,0,6,57,9,40,14,31,15,31,10,35
"2017-05-02 21:47:15,474","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.97,32,32,200,0,2,68,10,40,12,34,11,30,12,28
"2017-05-02 21:48:31,906","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,41.68,32,32,200,0,2,59,6,43,7,41,11,33,13,30
"2017-05-02 21:49:49,906","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,42.49,32,32,200,0,1,60,6,43,8,41,13,34,15,28
"2017-05-02 21:51:07,270","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,42.34,32,32,200,0,3,69,5,57,8,47,11,36,12,33
"2017-05-02 21:52:27,120","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.52,32,32,200,0,7,47,10,35,12,26,15,21,16,19
"2017-05-02 21:53:46,563","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.32,32,32,200,0,5,45,12,26,16,20,18,15,22,13
"2017-05-02 21:55:04,866","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.47,32,32,200,0,5,56,9,44,8,39,12,35,8,35
"2017-05-02 21:56:23,639","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.49,32,32,200,0,5,49,14,24,15,21,13,24,17,18
"2017-05-02 21:57:43,300","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.40,32,32,200,0,6,50,11,28,10,28,10,27,9,29
"2017-05-02 21:59:05,408","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.83,32,32,200,0,7,43,10,36,10,32,10,32,12,28
"2017-05-02 22:00:23,797","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,42.56,32,32,200,0,6,47,10,34,8,38,9,36,10,33
"2017-05-02 22:01:42,284","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.79,32,32,200,0,2,68,5,48,3,42,8,37,11,34
"2017-05-02 22:03:04,160","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.79,32,32,200,0,5,56,7,42,9,36,11,34,14,29
"2017-05-02 22:04:21,257","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,42.95,32,32,200,0,2,65,3,55,4,46,4,41,6,40
"2017-05-02 22:05:41,301","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.27,32,32,200,0,3,56,13,31,12,29,15,24,17,22
"2017-05-02 22:07:00,866","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.34,32,32,200,0,5,53,5,50,8,43,9,36,10,32
"2017-05-02 22:08:21,263","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.81,32,32,200,0,10,46,13,27,18,21,18,18,17,19
"2017-05-02 21:21:47,469","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.85,32,32,200,0,5,48,9,34,13,27,11,30,14,25
"2017-05-02 21:23:06,533","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.56,32,32,200,0,4,53,8,35,12,30,12,32,14,28
"2017-05-02 21:24:28,235","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.69,32,32,200,0,2,69,5,45,4,45,7,37,9,31
"2017-05-02 21:25:50,695","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.85,32,32,200,0,1,62,4,42,8,34,10,30,11,29
"2017-05-02 21:27:12,854","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.89,32,32,200,0,6,50,7,32,12,23,15,20,18,16
"2017-05-02 21:28:35,094","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.78,32,32,200,0,8,42,12,29,12,25,14,21,13,21
"2017-05-02 21:29:57,121","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.44,32,32,200,0,0,62,4,46,7,37,10,28,11,29
"2017-05-02 21:31:18,937","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.79,32,32,200,0,7,46,12,27,12,26,15,22,16,21
"2017-05-02 21:32:40,092","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.38,32,32,200,0,3,55,8,36,13,29,20,19,19,18
"2017-05-02 21:34:02,159","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.78,32,32,200,0,4,52,7,40,6,37,8,34,6,32
"2017-05-02 21:35:22,461","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.53,32,32,200,0,1,53,8,33,10,30,15,22,15,21
"2017-05-02 21:36:41,416","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.75,32,32,200,0,0,57,11,36,10,32,11,29,12,25
"2017-05-02 21:38:00,403","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.39,32,32,200,0,4,56,8,49,10,37,13,33,11,32
"2017-05-02 21:39:18,938","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.25,32,32,200,0,4,47,5,41,7,37,6,34,9,27
"2017-05-02 21:40:38,641","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.88,32,32,200,0,5,56,10,41,9,39,9,36,11,31
"2017-05-02 21:41:59,877","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.10,32,32,200,0,4,50,11,33,11,30,14,29,17,23
"2017-05-02 21:43:20,199","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.59,32,32,200,0,6,51,9,47,11,40,15,29,15,28
"2017-05-02 21:44:40,176","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.40,32,32,200,0,4,59,5,49,7,43,8,40,6,43
"2017-05-02 21:46:02,061","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.95,32,32,200,0,3,62,9,44,11,39,11,37,12,32
"2017-05-02 21:47:23,375","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.51,32,32,200,0,6,51,8,45,9,36,11,30,12,30
"2017-05-02 21:48:43,351","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,43.95,32,32,200,0,3,49,10,28,12,24,15,18,15,18
"2017-05-02 21:50:03,341","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.66,32,32,200,0,2,68,7,45,9,39,11,38,13,34
"2017-05-02 21:51:24,697","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.56,32,32,200,0,3,52,5,43,5,40,7,36,9,33
"2017-05-02 21:52:46,068","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.34,32,32,200,0,5,51,10,34,17,20,18,17,19,15
"2017-05-02 21:54:07,260","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.29,32,32,200,0,4,59,8,43,6,40,7,38,8,35
"2017-05-02 21:27:38,486","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.53,32,32,200,0,3,52,9,37,11,29,14,26,18,17
"2017-05-02 21:29:03,494","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.93,32,32,200,0,1,60,4,48,7,44,10,40,12,34
"2017-05-02 21:30:25,927","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.64,32,32,200,0,2,64,8,41,11,32,12,26,11,27
"2017-05-02 21:31:49,779","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.24,32,32,200,0,3,49,15,22,16,19,20,13,17,16
"2017-05-02 21:33:12,867","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.87,32,32,200,0,4,46,13,27,14,26,13,23,17,17
"2017-05-02 21:34:35,573","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.64,32,32,200,0,6,50,10,36,11,29,14,26,16,23
"2017-05-02 21:35:58,372","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.90,32,32,200,0,6,51,10,32,13,24,17,18,18,18
"2017-05-02 21:37:21,362","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.83,32,32,200,0,4,44,9,34,14,26,16,23,19,19
"2017-05-02 21:38:43,452","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.36,32,32,200,0,10,41,14,29,16,25,19,18,17,21
"2017-05-02 21:40:07,393","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.79,32,32,200,0,3,62,5,45,9,35,9,36,10,29
"2017-05-02 21:41:31,237","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.65,32,32,200,0,4,47,7,37,8,33,8,31,9,31
"2017-05-02 21:42:54,884","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.65,32,32,200,0,6,49,7,39,9,33,11,29,14,25
"2017-05-02 21:44:18,144","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.24,32,32,200,0,1,62,4,41,11,27,13,24,15,21
"2017-05-02 21:45:41,296","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.42,32,32,200,0,2,49,8,31,12,26,12,28,12,26
"2017-05-02 21:47:05,571","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,49.54,32,32,200,0,4,57,9,36,13,27,17,21,17,22
"2017-05-02 21:48:30,747","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,49.65,32,32,200,0,0,70,2,53,3,47,4,41,6,36
"2017-05-02 21:49:56,715","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,49.78,32,32,200,0,3,66,7,42,9,33,10,35,14,31
"2017-05-02 21:51:21,341","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.82,32,32,200,0,2,60,8,38,11,31,10,34,13,29
"2017-05-02 21:52:44,402","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.72,32,32,200,0,0,73,4,52,6,43,8,37,13,30
"2017-05-02 21:54:08,619","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.99,32,32,200,0,2,61,6,41,7,35,8,33,11,29
"2017-05-02 21:55:34,786","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,49.39,32,32,200,0,4,50,14,26,16,23,18,22,19,19
"2017-05-02 21:57:01,159","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,50.86,32,32,200,0,2,62,12,34,12,29,10,30,14,25
"2017-05-02 21:58:24,317","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.69,32,32,200,0,6,48,7,35,10,30,11,29,9,27
"2017-05-02 21:59:48,551","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.53,32,32,200,0,2,71,2,56,3,49,4,47,7,39
"2017-05-02 22:01:10,749","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.13,32,32,200,0,0,66,5,39,8,30,10,29,10,30
"2017-05-02 21:27:06,045","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.77,32,32,200,0,6,53,10,34,10,32,10,31,11,31
"2017-05-02 21:28:26,600","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.18,32,32,200,0,8,52,12,40,12,35,13,30,12,30
"2017-05-02 21:29:49,107","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.67,32,32,200,0,5,53,8,40,12,31,10,32,9,31
"2017-05-02 21:31:11,890","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.26,32,32,200,0,5,59,6,47,9,35,9,30,10,28
"2017-05-02 21:32:35,021","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.77,32,32,200,0,6,46,10,33,10,34,13,26,14,23
"2017-05-02 21:33:58,397","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.06,32,32,200,0,2,62,5,48,6,46,3,45,7,37
"2017-05-02 21:35:21,107","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.52,32,32,200,0,3,65,7,47,11,38,12,38,11,37
"2017-05-02 21:36:44,270","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.86,32,32,200,0,6,49,11,34,12,27,15,24,15,24
"2017-05-02 21:38:07,603","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,47.88,32,32,200,0,3,55,8,35,13,26,12,26,10,28
"2017-05-02 21:39:31,274","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.17,32,32,200,0,3,66,5,55,9,46,11,36,12,35
"2017-05-02 21:40:56,618","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,49.80,32,32,200,0,4,53,9,32,11,28,12,26,13,26
"2017-05-02 21:42:20,131","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.23,32,32,200,0,6,55,11,36,12,30,12,27,10,29
"2017-05-02 21:43:44,383","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,48.51,32,32,200,0,6,60,9,44,7,36,9,31,10,32
"2017-05-02 21:45:11,462","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,50.34,32,32,200,0,5,53,11,32,14,27,13,25,14,23
"2017-05-02 21:46:36,124","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,49.63,32,32,200,0,3,63,6,41,9,33,10,32,10,31
"2017-05-02 21:48:00,678","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,49.77,32,32,200,0,2,62,6,45,8,34,11,28,13,25
"2017-05-02 21:49:22,252","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.85,32,32,200,0,4,62,9,34,10,32,12,25,15,24
"2017-05-02 21:50:44,947","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.27,32,32,200,0,5,57,9,36,13,29,13,28,15,24
"2017-05-02 21:52:04,670","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.55,32,32,200,0,3,62,6,45,7,38,11,27,10,29
"2017-05-02 21:53:24,978","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,45.36,32,32,200,0,6,50,12,31,16,27,17,23,18,17
"2017-05-02 21:54:44,869","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.62,32,32,200,0,2,56,9,36,10,28,13,25,14,24
"2017-05-02 21:56:06,260","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.25,32,32,200,0,3,57,6,36,11,29,12,29,16,20
"2017-05-02 21:57:28,076","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,46.59,32,32,200,0,7,38,10,31,13,27,12,25,14,21
"2017-05-02 21:58:48,677","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.85,32,32,200,0,1,61,7,42,9,37,11,33,11,30
"2017-05-02 22:00:09,135","30,30,30,30,30","30,30,30,30,30",110,4,0,0,True,LinearRegression,44.86,32,32,200,0,7,49,11,42,12,34,15,26,18,19
