"2017-05-23 19:38:48,641",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-23 19:44:35,205","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,41.74,79,1480,604,1480,553,370,79
"2017-05-23 19:50:19,760","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,39.05,96,1480,562,1480,527,370,96
"2017-05-23 19:55:56,622","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,33.87,94,1480,598,1480,546,370,94
"2017-05-23 20:01:28,930","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,31.49,91,1480,592,1480,543,370,91
"2017-05-23 20:07:05,642","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,32.82,86,1480,579,1480,543,370,86
"2017-05-23 20:12:41,090","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,31.50,99,1480,552,1480,555,370,99
"2017-05-23 20:18:15,246","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,31.21,87,1480,582,1480,509,370,87
"2017-05-23 20:23:49,885","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,31.36,101,1480,589,1480,562,370,101
"2017-05-23 20:29:42,143","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,31.79,99,1480,597,1480,528,370,99
"2017-05-23 20:35:17,689","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,32.05,96,1480,564,1480,547,370,96
"2017-05-23 20:40:51,521","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,30.22,99,1480,585,1480,537,370,99
"2017-05-23 20:46:28,491","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,31.51,94,1480,618,1480,546,370,94
"2017-05-23 20:52:04,668","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,29.93,95,1480,576,1480,531,370,95
"2017-05-23 20:57:40,660","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,30.23,89,1480,561,1480,556,370,89
"2017-05-23 21:03:15,231","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,30.21,91,1480,589,1480,527,370,91
"2017-05-23 21:08:48,279","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,30.62,95,1480,569,1480,550,370,95
"2017-05-23 21:14:24,755","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,30.08,92,1480,594,1480,529,370,92
"2017-05-23 21:19:58,196","20,20,20","60,60,60","90,90,90",12,12,12,True,LinearRegression,4,29.67,92,1480,589,1480,540,370,92
