"2017-05-02 04:24:13,765",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,
"2017-05-01 18:58:15,138","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,46.83,32,32,200,0,6,46,19,20,22,15,28,8
"2017-05-01 18:59:36,070","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,47.85,32,32,200,0,8,43,19,15,27,5,29,3
"2017-05-01 19:00:55,667","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,47.43,32,32,200,0,1,61,19,18,26,8,28,5
"2017-05-01 19:02:14,319","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,45.98,32,32,200,0,2,72,18,15,22,11,27,5
"2017-05-01 19:03:32,279","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,45.51,32,32,200,0,5,53,21,17,26,8,28,5
"2017-05-01 19:04:49,719","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,45.55,32,32,200,0,5,49,19,17,25,8,27,5
"2017-05-01 19:06:06,176","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,44.87,32,32,200,0,5,59,16,28,21,16,26,8
"2017-05-01 19:07:24,825","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,46.14,32,32,200,0,6,55,18,20,25,10,27,5
"2017-05-01 19:08:42,164","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,46.06,32,32,200,0,5,51,17,19,22,12,26,6
"2017-05-01 19:09:58,703","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,45.22,32,32,200,0,4,61,19,19,24,9,28,4
"2017-05-01 19:11:16,138","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,46.02,32,32,200,0,6,56,16,25,25,9,31,1
"2017-05-01 19:12:37,519","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,48.81,32,32,200,0,4,63,18,20,24,10,27,7
"2017-05-01 19:13:58,119","30,30,30,30","30,35,35,35",146,4,0,0,True,LinearRegression,48.15,32,32,200,0,7,47,20,15,25,8,29,4
