"2017-05-02 06:00:42,757",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-02 06:03:38,964","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.50,500,100,50,0,0,1075,0,2192,0,1014
"2017-05-02 06:06:32,100","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.44,500,100,50,0,0,1096,0,2598,0,1285
"2017-05-02 06:09:24,872","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.59,500,100,50,0,0,1106,0,2883,0,1331
"2017-05-02 06:12:18,055","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.37,500,100,50,0,0,1060,0,2335,0,1052
"2017-05-02 06:15:11,769","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.50,500,100,50,0,0,1089,0,2974,0,1492
"2017-05-02 06:18:10,558","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,39.81,500,100,50,0,0,1077,0,1975,0,1158
"2017-05-02 06:21:03,359","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.67,500,100,50,0,0,1057,0,2532,0,1255
"2017-05-02 06:23:53,834","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.31,500,100,50,0,0,1061,0,2751,0,1282
"2017-05-02 06:26:41,831","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.55,500,100,50,0,0,1058,0,2487,0,1331
"2017-05-02 06:29:33,903","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.72,500,100,50,0,0,1065,0,2451,0,1110
"2017-05-02 06:32:26,349","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.51,500,100,50,0,0,1079,0,2568,0,1161
"2017-05-02 06:35:17,731","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.65,500,100,50,0,0,1050,0,2601,0,1322
"2017-05-02 06:38:06,787","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.25,500,100,50,0,0,1038,0,2533,0,1303
"2017-05-02 06:40:58,172","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.45,500,100,50,0,0,1095,0,2445,0,1134
"2017-05-02 06:43:45,185","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.48,500,100,50,0,0,1054,0,2174,0,1009
"2017-05-02 06:46:34,673","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.62,500,100,50,0,0,1089,0,2323,0,1052
"2017-05-02 06:49:24,835","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.67,500,100,50,0,0,1129,0,2207,0,1020
"2017-05-02 06:52:26,994","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,40.75,500,100,50,0,0,1080,0,2739,0,1330
"2017-05-02 06:55:56,507","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,45.91,500,100,50,0,0,1058,0,2619,0,1410
"2017-05-02 06:59:27,442","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,45.49,500,100,50,0,0,1052,0,2782,0,1430
"2017-05-02 07:03:04,220","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,47.51,500,100,50,0,0,1109,0,2788,0,1538
"2017-05-02 07:06:39,011","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,47.04,500,100,50,0,0,1049,0,2198,0,1040
"2017-05-02 07:10:05,757","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,45.04,500,100,50,0,0,1098,0,2009,0,1013
"2017-05-02 07:13:37,166","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,45.76,500,100,50,0,0,1077,0,2869,0,1464
"2017-05-02 07:17:11,827","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,45.94,500,100,50,0,0,1075,0,2035,0,1699
"2017-05-02 05:47:52,436","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.43,500,100,50,0,0,1103,0,2645,0,1225
"2017-05-02 05:50:45,570","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.24,500,100,50,0,0,1117,0,2603,0,1426
"2017-05-02 05:53:40,398","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.51,500,100,50,0,0,1066,0,2657,0,1376
"2017-05-02 05:56:36,475","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.54,500,100,50,0,0,1077,0,2325,0,1003
"2017-05-02 05:59:30,429","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.62,500,100,50,0,0,1090,0,2942,0,1469
"2017-05-02 06:02:22,996","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.74,500,100,50,0,0,1058,0,2437,0,1107
"2017-05-02 06:05:16,900","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.98,500,100,50,0,0,1100,0,2440,0,1026
"2017-05-02 06:08:08,233","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.60,500,100,50,0,0,1055,0,1880,0,1179
"2017-05-02 06:11:02,035","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.36,500,100,50,0,0,1067,0,2050,0,1023
"2017-05-02 06:13:53,535","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.31,500,100,50,0,0,1091,0,2737,0,1158
"2017-05-02 06:16:44,267","16,16,16","20,20,20",60,7,7,7,True,LinearRegression,38.11,500,100,50,0,0,1104,0,2742,0,1378
