"2017-05-18 11:46:04,104",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-18 11:47:14,059","30,30,30,30,30","30,30,30,30,30","146,146,146,146,146",4,0,0,True,LinearRegression,39.78,32,32,200,0,5,66,10,37,12,37,15,30,13,32
"2017-05-18 11:48:22,348","30,30,30,30,30","30,30,30,30,30","146,146,146,146,146",4,0,0,True,LinearRegression,38.84,32,32,200,0,8,56,11,41,15,28,20,18,17,22
"2017-05-18 11:49:30,230","30,30,30,30,30","30,30,30,30,30","146,146,146,146,146",4,0,0,True,LinearRegression,38.80,32,32,200,0,8,44,15,28,21,17,21,18,22,13
"2017-05-18 11:50:38,965","30,30,30,30,30","30,30,30,30,30","146,146,146,146,146",4,0,0,True,LinearRegression,38.68,32,32,200,0,5,52,6,42,10,35,12,29,15,26
"2017-05-18 11:51:48,071","30,30,30,30,30","30,30,30,30,30","146,146,146,146,146",4,0,0,True,LinearRegression,38.76,32,32,200,0,4,53,5,40,7,36,10,28,22,11
"2017-05-18 11:52:56,066","30,30,30,30,30","30,30,30,30,30","146,146,146,146,146",4,0,0,True,LinearRegression,38.22,32,32,200,0,4,61,7,44,19,20,19,22,20,22
"2017-05-18 11:54:05,468","30,30,30,30,30","30,30,30,30,30","146,146,146,146,146",4,0,0,True,LinearRegression,38.90,32,32,200,0,3,64,7,48,11,36,16,30,15,32
"2017-05-18 11:55:13,998","30,30,30,30,30","30,30,30,30,30","146,146,146,146,146",4,0,0,True,LinearRegression,38.76,32,32,200,0,5,53,9,40,10,33,16,20,16,23
"2017-05-18 11:56:22,529","30,30,30,30,30","30,30,30,30,30","146,146,146,146,146",4,0,0,True,LinearRegression,38.41,32,32,200,0,4,50,14,30,17,21,18,20,22,15
"2017-05-18 11:57:30,966","30,30,30,30,30","30,30,30,30,30","146,146,146,146,146",4,0,0,True,LinearRegression,38.51,32,32,200,0,5,45,15,28,15,27,23,14,25,9
