"2017-05-01 16:58:06,349",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-01 17:01:32,590","16,16,16","20,20,20",182,7,7,7,True,LinearRegression,46.48,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-01 17:05:06,413","16,16,16","20,20,20",182,7,7,7,True,LinearRegression,46.78,500,100,50,0,0,1001,0,1002,0,1001
"2017-05-01 17:08:33,658","16,16,16","20,20,20",182,7,7,7,True,LinearRegression,46.59,500,100,50,0,0,1001,0,1000,0,1000
"2017-05-01 17:12:04,400","16,16,16","20,20,20",182,7,7,7,True,LinearRegression,46.85,500,100,50,0,0,1001,0,1001,0,1001
"2017-05-01 17:15:31,838","16,16,16","20,20,20",182,7,7,7,True,LinearRegression,47.74,500,100,50,0,0,1000,0,1001,0,1000
"2017-05-01 17:18:59,576","16,16,16","20,20,20",182,7,7,7,True,LinearRegression,47.09,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-01 17:22:26,575","16,16,16","20,20,20",182,7,7,7,True,LinearRegression,47.50,500,100,50,0,0,1001,0,1000,0,1001
"2017-05-01 17:25:54,081","16,16,16","20,20,20",182,7,7,7,True,LinearRegression,47.16,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 17:29:20,873","16,16,16","20,20,20",182,7,7,7,True,LinearRegression,47.75,500,100,50,0,0,1001,0,1000,0,1001
"2017-05-01 17:32:49,800","16,16,16","20,20,20",182,7,7,7,True,LinearRegression,47.37,500,100,50,0,0,1000,0,1000,0,1001
"2017-05-01 17:36:16,484","16,16,16","20,20,20",182,7,7,7,True,LinearRegression,47.11,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 17:39:45,028","16,16,16","20,20,20",182,7,7,7,True,LinearRegression,47.20,500,100,50,0,0,1000,0,1000,0,1000
"2017-05-01 17:43:08,954","16,16,16","20,20,20",182,7,7,7,True,LinearRegression,46.99,500,100,50,0,0,1001,0,1000,0,1000
"2017-05-01 17:46:33,621","16,16,16","20,20,20",182,7,7,7,True,LinearRegression,46.91,500,100,50,0,0,1001,0,1000,0,1001
