"2017-05-04 23:59:30,088",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-05 00:50:17,187","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.19,93,1480,615,1480,573,370,93
"2017-05-05 00:55:58,002","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.93,101,1480,601,1480,559,370,101
"2017-05-05 01:01:38,163","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.78,92,1480,604,1480,570,370,92
"2017-05-05 01:07:16,793","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.91,91,1480,608,1480,562,370,91
"2017-05-05 01:12:55,785","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.73,101,1480,610,1480,557,370,101
"2017-05-05 01:18:33,867","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.13,98,1480,614,1480,587,370,98
"2017-05-05 01:24:14,074","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.14,99,1480,632,1480,557,370,99
"2017-05-05 01:29:53,405","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.85,93,1480,611,1480,575,370,93
"2017-05-05 01:35:35,896","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,31.57,104,1480,595,1480,587,370,104
"2017-05-05 01:41:15,437","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.22,85,1480,610,1480,607,370,85
"2017-05-05 01:46:53,909","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.77,109,1480,588,1480,576,370,109
"2017-05-05 01:52:30,826","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.74,92,1480,618,1480,537,370,92
"2017-05-05 01:58:09,033","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.52,98,1480,582,1480,553,370,98
"2017-05-05 02:03:46,463","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.08,98,1480,584,1480,577,370,98
"2017-05-05 02:09:23,479","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.80,98,1480,601,1480,561,370,98
"2017-05-05 02:15:02,939","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.40,94,1480,605,1480,591,370,94
"2017-05-05 02:20:39,489","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.64,99,1480,617,1480,551,370,99
"2017-05-05 00:05:15,180","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.49,91,1480,624,1480,580,370,91
"2017-05-05 00:10:57,819","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.60,93,1480,636,1480,546,370,93
"2017-05-05 00:16:42,151","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.37,90,1480,607,1480,572,370,90
"2017-05-05 00:22:24,776","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.07,93,1480,571,1480,560,370,93
"2017-05-05 00:28:08,064","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.72,96,1480,618,1480,591,370,96
"2017-05-05 00:33:49,368","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.31,99,1480,621,1480,539,370,99
"2017-05-05 00:39:31,605","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.08,96,1480,585,1480,558,370,96
"2017-05-05 00:45:13,938","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.84,107,1480,610,1480,566,370,107
"2017-05-05 00:50:56,125","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.69,92,1480,588,1480,553,370,92
"2017-05-05 00:56:40,434","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.64,81,1480,637,1480,590,370,81
"2017-05-05 01:02:22,706","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.52,97,1480,634,1480,532,370,97
"2017-05-05 01:08:05,994","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.00,89,1480,622,1480,561,370,89
"2017-05-05 01:13:51,294","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.29,98,1480,598,1480,568,370,98
"2017-05-05 01:19:33,837","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.30,95,1480,603,1480,570,370,95
"2017-05-05 01:25:15,635","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.58,93,1480,576,1480,550,370,93
"2017-05-05 01:30:57,481","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.83,104,1480,611,1480,565,370,104
"2017-05-05 01:36:40,225","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.67,88,1480,612,1480,570,370,88
"2017-05-05 01:42:24,013","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.41,97,1480,623,1480,586,370,97
"2017-05-05 01:48:09,639","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.52,101,1480,600,1480,555,370,101
"2017-05-05 01:53:54,851","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.84,94,1480,631,1480,581,370,94
"2017-05-05 01:59:39,345","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.69,93,1480,579,1480,564,370,93
"2017-05-05 02:05:22,205","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.42,96,1480,601,1480,572,370,96
"2017-05-05 02:11:07,977","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.96,88,1480,611,1480,578,370,88
"2017-05-05 02:16:48,733","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.30,105,1480,585,1480,554,370,105
"2017-05-05 02:22:30,324","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.64,98,1480,592,1480,543,370,98
"2017-05-05 00:05:05,003","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.83,96,1480,615,1480,570,370,96
"2017-05-05 00:10:37,964","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.02,96,1480,599,1480,569,370,96
"2017-05-05 00:16:10,548","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.00,100,1480,570,1480,585,370,100
"2017-05-05 00:21:45,015","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.80,88,1480,608,1480,553,370,88
"2017-05-05 00:27:19,247","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.94,99,1480,619,1480,589,370,99
"2017-05-05 00:32:51,603","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.45,90,1480,615,1480,543,370,90
"2017-05-05 00:38:25,672","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.23,104,1480,621,1480,551,370,104
"2017-05-05 00:43:59,635","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.32,97,1480,592,1480,555,370,97
"2017-05-05 00:49:32,106","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,27.58,97,1480,599,1480,578,370,97
"2017-05-05 00:55:04,453","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.90,94,1480,615,1480,599,370,94
"2017-05-05 01:00:36,277","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.36,106,1480,605,1480,578,370,106
"2017-05-05 01:06:10,404","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.60,109,1480,610,1480,566,370,109
"2017-05-05 01:11:43,605","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.00,95,1480,625,1480,572,370,95
"2017-05-05 01:17:18,888","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.88,93,1480,621,1480,560,370,93
"2017-05-05 01:22:55,225","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.45,80,1480,626,1480,590,370,80
"2017-05-05 01:28:32,735","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,31.29,96,1480,634,1480,564,370,96
"2017-05-05 01:34:09,925","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,30.11,102,1480,573,1480,575,370,102
"2017-05-05 01:39:46,587","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.63,87,1480,611,1480,571,370,87
"2017-05-05 01:45:25,188","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.10,89,1480,604,1480,548,370,89
"2017-05-05 01:50:58,663","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.31,101,1480,591,1480,568,370,101
"2017-05-05 01:56:38,040","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.85,101,1480,595,1480,555,370,101
"2017-05-05 02:02:11,939","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.92,106,1480,593,1480,561,370,106
"2017-05-05 02:07:43,565","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,28.28,96,1480,608,1480,555,370,96
"2017-05-05 02:13:18,040","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.89,96,1480,601,1480,548,370,96
"2017-05-05 02:18:51,185","20,20,20","50,50,50",90,12,12,12,True,LinearRegression,4,29.67,98,1480,607,1480,573,370,98
