"2017-05-15 21:36:56,273",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-15 21:38:52,927","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,76.89,32,32,200,0,3,47,17,17,22,10,28,4,30,2
"2017-05-15 21:40:36,306","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,66.19,32,32,200,0,4,49,20,17,22,12,26,7,28,5
"2017-05-15 21:42:31,440","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,76.87,32,32,200,0,4,51,17,16,26,6,28,4,28,4
"2017-05-15 21:44:00,581","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,52.10,32,32,200,0,2,63,20,13,23,11,24,9,28,5
"2017-05-15 21:45:51,941","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,71.75,32,32,200,0,6,48,14,24,22,10,25,7,26,6
"2017-05-15 21:47:40,665","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,70.44,32,32,200,0,4,47,20,14,27,6,29,3,30,2
"2017-05-15 21:49:25,616","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,66.22,32,32,200,0,5,58,12,31,16,24,21,15,19,18
"2017-05-15 21:51:14,488","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,69.76,32,32,200,0,7,58,19,16,24,9,26,6,29,3
"2017-05-15 21:53:02,764","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,69.33,32,32,200,0,3,55,14,27,19,20,26,8,29,5
"2017-05-15 21:54:51,174","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,70.01,32,32,200,0,2,60,14,27,18,19,21,12,28,4
"2017-05-15 21:56:42,671","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,72.52,32,32,200,0,6,52,17,19,24,10,24,10,28,4
"2017-05-15 21:58:30,806","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,70.25,32,32,200,0,5,55,18,20,23,10,29,3,28,5
"2017-05-15 22:00:24,396","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,73.34,32,32,200,0,5,58,15,20,22,11,27,5,26,6
"2017-05-15 22:02:05,582","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,63.20,32,32,200,0,5,51,21,15,26,9,27,6,27,6
"2017-05-15 22:03:34,505","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,51.35,32,32,200,0,3,58,13,26,20,14,23,11,23,11
"2017-05-15 22:05:32,827","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,78.58,32,32,200,0,4,55,18,19,20,16,22,14,27,7
"2017-05-15 22:07:13,064","30,30,30,30,30","30,30,30,30,30","110,62,62,62,62",4,0,0,True,LinearRegression,62.96,32,32,200,0,4,58,16,23,21,15,22,10,21,11
