"2017-05-15 20:25:06,504",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-15 20:26:31,270","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,51.99,32,32,200,0,2,59,11,25,19,15,20,13,23,9
"2017-05-15 20:27:51,632","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,48.22,32,32,200,0,5,53,16,18,19,15,20,14,25,8
"2017-05-15 20:29:09,441","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,44.51,32,32,200,0,6,57,14,25,13,24,18,17,21,12
"2017-05-15 20:30:24,028","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,42.09,32,32,200,0,4,53,15,21,23,9,24,9,28,4
"2017-05-15 20:31:38,000","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.83,32,32,200,0,4,55,22,10,25,7,27,6,28,5
"2017-05-15 20:32:50,269","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,40.63,32,32,200,0,4,54,17,20,20,16,26,8,27,7
"2017-05-15 20:34:04,681","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,42.56,32,32,200,0,6,42,19,18,21,14,22,13,27,5
"2017-05-15 20:35:18,435","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.75,32,32,200,0,4,62,14,21,26,8,28,6,29,4
"2017-05-15 20:36:29,996","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,40.57,32,32,200,0,2,59,16,18,21,14,25,8,29,3
"2017-05-15 20:37:43,612","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.59,32,32,200,0,7,58,13,30,18,18,24,8,29,3
"2017-05-15 20:38:55,676","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,40.54,32,32,200,0,5,47,16,21,23,14,26,8,30,3
"2017-05-15 20:40:11,241","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,42.62,32,32,200,0,6,56,16,23,21,13,25,8,28,4
"2017-05-15 20:41:25,602","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.85,32,32,200,0,4,53,11,31,21,14,26,7,26,7
"2017-05-15 20:42:40,668","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,43.14,32,32,200,0,1,59,10,29,18,17,19,16,24,9
"2017-05-15 20:43:53,328","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,40.55,32,32,200,0,5,58,18,20,23,11,28,5,28,4
"2017-05-15 20:45:10,086","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,44.29,32,32,200,0,3,61,15,23,24,10,28,5,28,6
"2017-05-15 20:46:26,568","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,44.92,32,32,200,0,8,49,20,18,22,11,24,9,27,6
"2017-05-15 20:47:41,700","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,42.57,32,32,200,0,3,54,16,23,18,17,19,14,23,10
"2017-05-15 20:48:56,651","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,42.93,32,32,200,0,2,60,17,21,21,11,29,3,29,4
"2017-05-15 20:50:11,818","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,42.94,32,32,200,0,3,58,14,27,22,15,26,7,24,9
"2017-05-15 20:51:27,652","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,43.79,32,32,200,0,5,56,19,19,26,8,27,7,29,3
"2017-05-15 20:52:45,445","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,45.25,32,32,200,0,5,50,12,25,19,18,25,7,24,8
"2017-05-15 20:54:07,922","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,50.18,32,32,200,0,3,56,14,23,19,14,17,16,26,7
"2017-05-15 20:55:23,769","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,42.91,32,32,200,0,8,53,24,11,25,8,25,8,27,6
"2017-05-15 20:56:40,342","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,44.32,32,32,200,0,6,52,19,19,21,17,23,12,26,8
"2017-05-15 20:26:14,634","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,43.11,32,32,200,0,0,65,13,28,17,21,21,13,24,9
"2017-05-15 20:27:31,911","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,45.17,32,32,200,0,2,63,21,15,21,14,24,11,27,5
