"2017-05-15 20:25:06,504",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-15 20:28:44,731","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.18,32,32,200,0,7,56,17,21,21,15,27,6,24,9
"2017-05-15 20:29:59,825","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,42.29,32,32,200,0,1,67,13,26,15,23,25,8,26,7
"2017-05-15 20:31:17,087","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,45.37,32,32,200,0,8,49,17,18,21,14,23,9,28,4
"2017-05-15 20:32:31,417","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,42.44,32,32,200,0,5,62,18,21,21,14,23,10,24,8
"2017-05-15 20:33:44,391","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.82,32,32,200,0,5,49,15,22,22,12,25,9,25,9
"2017-05-15 20:34:57,966","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.92,32,32,200,0,2,68,7,45,15,23,20,12,25,7
"2017-05-15 20:36:15,484","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,45.20,32,32,200,0,2,58,13,25,18,17,20,14,24,10
"2017-05-15 20:37:28,627","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.61,32,32,200,0,5,53,13,22,26,8,29,4,29,4
"2017-05-15 20:38:44,767","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,43.73,32,32,200,0,1,59,15,26,20,13,23,10,23,9
"2017-05-15 20:39:56,462","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,40.62,32,32,200,0,2,58,16,23,23,12,25,8,28,4
"2017-05-15 20:41:08,227","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,40.48,32,32,200,0,2,62,13,23,19,15,20,13,19,14
"2017-05-15 20:42:19,459","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,39.78,32,32,200,0,3,57,17,18,23,11,27,7,28,6
"2017-05-15 20:43:31,247","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,40.20,32,32,200,0,8,49,17,22,20,14,22,12,24,10
"2017-05-15 20:44:42,374","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,39.88,32,32,200,0,3,65,12,40,15,26,17,18,23,11
"2017-05-15 20:45:56,348","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,42.39,32,32,200,1,10,43,20,16,28,6,31,1,32,0
"2017-05-15 20:47:12,769","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,43.89,32,32,200,0,6,59,19,19,24,10,26,8,28,4
"2017-05-15 20:48:24,696","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,40.01,32,32,200,0,5,49,10,29,18,15,22,10,25,7
"2017-05-15 20:49:37,226","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.51,32,32,200,0,4,57,19,21,22,14,23,11,25,8
"2017-05-15 20:50:49,927","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.23,32,32,200,0,4,64,14,30,20,16,15,20,21,13
"2017-05-15 20:52:03,201","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.32,32,32,200,0,8,49,18,23,23,11,28,5,25,7
"2017-05-15 20:53:17,818","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,42.96,32,32,200,0,2,48,12,22,18,16,22,14,28,5
"2017-05-15 20:54:31,178","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.85,32,32,200,0,1,59,17,18,22,11,24,9,30,2
"2017-05-15 20:55:44,822","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.94,32,32,200,0,5,47,22,11,23,9,28,4,30,2
"2017-05-15 20:53:50,026","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,61.91,32,32,200,0,3,52,18,20,25,10,24,9,28,4
"2017-05-15 20:55:45,512","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,76.41,32,32,200,0,5,52,14,25,21,13,24,11,26,7
"2017-05-15 20:57:24,995","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,62.03,32,32,200,0,4,49,23,10,26,7,26,7,31,1
"2017-05-15 20:59:23,889","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,78.72,32,32,200,0,3,62,14,24,16,21,21,14,23,9
"2017-05-15 21:01:04,221","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,62.33,32,32,200,0,6,46,14,22,21,14,27,6,28,4
"2017-05-15 21:03:03,759","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,80.99,32,32,200,0,1,63,13,25,22,12,26,6,30,2
"2017-05-15 21:04:44,857","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,63.07,32,32,200,0,2,56,13,28,18,20,23,12,24,11
"2017-05-15 21:06:15,774","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,53.16,32,32,200,0,4,53,16,18,20,12,25,7,29,3
"2017-05-15 21:08:13,443","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,78.62,32,32,200,0,4,55,13,24,22,13,23,10,25,9
"2017-05-15 21:09:52,967","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,61.54,32,32,200,0,3,59,13,30,21,12,22,11,25,7
"2017-05-15 21:11:55,632","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,83.40,32,32,200,0,3,63,11,27,22,10,25,7,29,3
"2017-05-15 21:13:35,625","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,61.87,32,32,200,0,4,58,15,25,21,14,22,11,22,10
"2017-05-15 21:15:38,158","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,83.11,32,32,200,0,3,71,11,38,17,20,21,14,24,9
"2017-05-15 21:17:12,285","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,56.07,32,32,200,0,4,57,14,26,20,15,22,11,21,11
"2017-05-15 21:19:13,668","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,81.45,32,32,200,0,0,69,14,23,20,15,24,9,24,8
"2017-05-15 21:20:51,981","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,60.47,32,32,200,0,3,63,19,23,23,11,20,12,23,9
"2017-05-15 21:22:53,239","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,81.33,32,32,200,0,4,62,17,21,21,14,24,8,26,7
"2017-05-15 21:24:25,885","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,54.38,32,32,200,0,5,54,17,21,19,16,23,12,26,8
"2017-05-15 21:26:05,885","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,61.62,32,32,200,0,7,50,21,15,22,13,26,7,28,5
"2017-05-15 21:27:59,985","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,75.43,32,32,200,0,2,60,9,32,22,13,22,12,25,9
"2017-05-15 21:29:38,717","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,61.08,32,32,200,0,4,49,14,22,18,14,22,10,24,8
"2017-05-15 21:31:38,361","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,79.97,32,32,200,0,1,61,15,21,22,13,19,14,24,8
"2017-05-15 21:33:14,863","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,59.08,32,32,200,0,8,47,15,20,17,17,26,8,27,6
"2017-05-15 21:35:14,827","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,80.10,32,32,200,0,2,51,13,24,15,18,23,12,26,6
"2017-05-15 21:36:55,143","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,62.13,32,32,200,0,7,45,15,22,23,12,27,7,27,6
"2017-05-15 20:26:31,020","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,49.89,32,32,200,0,4,51,15,21,21,11,21,13,25,7
"2017-05-15 20:27:49,259","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,46.56,32,32,200,0,6,61,16,20,22,10,26,6,28,4
"2017-05-15 20:29:03,985","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,43.20,32,32,200,0,4,48,18,20,22,13,25,8,26,6
"2017-05-15 20:30:15,240","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,39.76,32,32,200,0,1,61,13,23,27,6,26,6,27,6
"2017-05-15 20:31:29,435","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,42.17,32,32,200,0,5,57,9,31,21,14,24,9,27,5
"2017-05-15 20:32:50,558","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,47.49,32,32,200,0,6,55,14,21,19,14,26,7,25,7
"2017-05-15 20:34:07,933","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,44.53,32,32,200,0,7,52,20,19,20,19,24,12,27,7
"2017-05-15 20:35:25,341","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,44.87,32,32,200,0,5,52,12,25,20,13,25,7,24,8
"2017-05-15 20:36:38,659","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,40.59,32,32,200,0,3,56,17,24,25,9,28,4,26,6
"2017-05-15 20:37:57,525","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,46.37,32,32,200,0,2,59,16,23,24,9,28,4,30,2
"2017-05-15 20:39:17,419","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,47.52,32,32,200,0,2,54,19,16,24,10,23,9,22,11
"2017-05-15 20:40:33,256","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,43.33,32,32,200,0,0,65,12,26,11,24,17,19,24,9
"2017-05-15 20:41:47,894","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,42.78,32,32,200,0,2,62,12,29,21,13,24,10,24,9
"2017-05-15 20:43:06,395","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,45.70,32,32,200,0,5,47,18,18,25,8,27,5,29,3
"2017-05-15 20:44:23,805","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,44.93,32,32,200,0,3,50,18,17,24,8,23,11,25,9
"2017-05-15 20:45:37,655","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.93,32,32,200,0,6,56,18,17,21,12,25,7,26,6
"2017-05-15 20:46:49,853","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,40.70,32,32,200,0,1,63,20,16,25,10,26,7,25,7
"2017-05-15 20:48:05,317","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.97,32,32,200,0,3,54,11,29,16,18,20,13,23,9
"2017-05-15 20:49:20,075","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,42.60,32,32,200,0,6,50,16,24,23,12,26,7,27,5
"2017-05-15 20:50:36,179","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,43.72,32,32,200,0,2,56,11,27,11,22,18,16,22,11
"2017-05-15 20:51:53,159","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,44.09,32,32,200,0,3,56,18,17,23,10,27,5,30,2
"2017-05-15 20:53:06,069","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,41.68,32,32,200,0,2,55,15,21,19,15,23,10,28,5
"2017-05-15 20:54:20,723","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,43.05,32,32,200,0,2,59,20,16,19,15,23,9,27,5
"2017-05-15 20:55:33,010","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,39.79,32,32,200,0,5,55,16,18,22,11,23,9,28,4
"2017-05-15 20:56:44,640","30,30,30,30,30","30,30,30,30,30","102,62,62,62,62",4,0,0,True,LinearRegression,39.80,32,32,200,0,4,55,13,23,17,17,24,8,22,10
