"2017-05-04 00:59:31,102",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-04 01:03:24,757","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,41.10,115,1480,751,1480,631,370,115
"2017-05-04 01:07:21,937","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,40.83,103,1480,701,1480,646,370,103
"2017-05-04 01:11:18,642","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,38.34,106,1480,676,1480,660,370,106
"2017-05-04 01:15:09,206","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,34.35,96,1480,684,1480,649,370,96
"2017-05-04 01:19:01,739","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,38.09,98,1480,717,1480,622,370,98
"2017-05-04 01:22:51,837","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,37.31,106,1480,710,1480,615,370,106
"2017-05-04 01:26:42,393","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,35.15,94,1480,714,1480,653,370,94
"2017-05-04 01:30:36,786","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,39.45,100,1480,712,1480,635,370,100
"2017-05-04 01:34:35,342","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,40.17,89,1480,704,1480,669,370,89
"2017-05-04 01:38:28,849","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,31.28,106,1480,724,1480,650,370,106
"2017-05-04 01:42:16,726","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,28.97,100,1480,710,1480,638,370,100
"2017-05-04 01:46:11,787","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,36.72,98,1480,689,1480,641,370,98
"2017-05-04 01:50:09,550","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,41.59,90,1480,696,1480,646,370,90
"2017-05-04 01:54:10,023","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,38.45,90,1480,724,1480,646,370,90
"2017-05-04 01:57:55,352","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,29.75,94,1480,721,1480,651,370,94
"2017-05-04 02:01:58,763","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,41.81,91,1480,709,1480,652,370,91
"2017-05-04 02:05:52,096","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,36.50,109,1480,716,1480,625,370,109
"2017-05-04 02:09:47,704","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,39.25,91,1480,695,1480,646,370,91
"2017-05-04 02:13:46,407","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,42.02,99,1480,706,1480,650,370,99
"2017-05-04 02:17:45,057","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,40.99,106,1480,710,1480,655,370,106
"2017-05-04 02:21:41,356","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,34.00,104,1480,734,1480,662,370,104
