"2017-05-04 15:37:48,506",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-04 15:42:49,196","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,29.38,91,1480,639,1480,576,370,91
"2017-05-04 15:47:41,630","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,27.87,93,1480,581,1480,554,370,93
"2017-05-04 15:52:37,492","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,29.41,93,1480,593,1480,564,370,93
"2017-05-04 15:57:35,146","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,28.36,89,1480,606,1480,567,370,89
"2017-05-04 16:02:30,717","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,26.46,84,1480,589,1480,582,370,84
"2017-05-04 16:07:24,099","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,25.83,94,1480,585,1480,550,370,94
"2017-05-04 16:12:21,297","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,29.14,92,1480,621,1480,546,370,92
"2017-05-04 16:17:24,649","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,29.84,98,1480,628,1480,546,370,98
"2017-05-04 16:22:28,501","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,32.20,103,1480,598,1480,549,370,103
"2017-05-04 16:27:33,050","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,32.21,96,1480,625,1480,568,370,96
"2017-05-04 16:32:39,513","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,32.34,97,1480,616,1480,547,370,97
"2017-05-04 16:37:37,526","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,28.39,91,1480,574,1480,548,370,91
"2017-05-04 16:42:39,832","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,32.44,98,1480,603,1480,549,370,98
"2017-05-04 16:47:46,300","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,34.53,81,1480,590,1480,551,370,81
"2017-05-04 16:52:48,761","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,30.49,81,1480,620,1480,561,370,81
"2017-05-04 16:57:47,144","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,26.17,104,1480,629,1480,571,370,104
"2017-05-04 17:02:43,470","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,26.91,93,1480,622,1480,553,370,93
"2017-05-04 17:07:39,946","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,27.38,95,1480,613,1480,543,370,95
"2017-05-04 17:12:36,307","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,28.01,83,1480,599,1480,531,370,83
"2017-05-04 17:17:38,740","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,36.17,100,1480,622,1480,548,370,100
"2017-05-04 17:22:44,205","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,35.27,92,1480,616,1480,540,370,92
"2017-05-04 17:27:45,282","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,33.23,91,1480,600,1480,541,370,91
"2017-05-04 17:32:56,118","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,35.32,95,1480,620,1480,578,370,95
"2017-05-04 17:37:53,562","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,26.73,89,1480,611,1480,562,370,89
"2017-05-04 17:42:52,355","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,30.38,95,1480,585,1480,574,370,95
"2017-05-04 15:42:41,107","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,28.45,100,1480,617,1480,545,370,100
"2017-05-04 15:47:45,235","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,31.89,96,1480,591,1480,551,370,96
"2017-05-04 15:52:40,445","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,26.31,91,1480,588,1480,535,370,91
"2017-05-04 15:57:35,772","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,26.03,89,1480,622,1480,551,370,89
"2017-05-04 16:02:37,185","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,28.11,89,1480,610,1480,563,370,89
"2017-05-04 16:07:38,750","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,31.03,97,1480,598,1480,548,370,97
"2017-05-04 16:12:44,682","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,34.55,98,1480,619,1480,570,370,98
"2017-05-04 16:17:44,448","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,31.50,97,1480,624,1480,559,370,97
"2017-05-04 16:22:42,835","20,20,20","50,50,50",102,12,12,12,True,LinearRegression,4,30.80,75,1480,600,1480,566,370,75
