"2017-04-28 01:20:04,945",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,
"2017-04-28 01:22:00,280","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,12.01,124,1480,1011,1480,909,370,124
"2017-04-28 01:23:55,048","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,12.94,122,1480,982,1480,904,370,122
"2017-04-28 01:25:52,987","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,12.92,110,1480,1016,1480,910,370,110
"2017-04-28 01:27:50,308","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,12.99,120,1480,997,1480,914,370,120
"2017-04-28 01:29:48,929","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,13.08,108,1480,987,1480,921,370,108
"2017-04-28 01:31:45,236","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,12.99,141,1480,1030,1480,918,370,141
"2017-04-28 01:33:40,865","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,12.95,107,1480,991,1480,911,370,107
"2017-04-28 01:35:38,669","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,13.29,115,1480,1016,1480,934,370,115
"2017-04-28 01:37:32,433","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,12.03,118,1480,984,1480,927,370,118
"2017-04-28 01:39:29,777","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,13.35,115,1480,1014,1480,951,370,115
"2017-04-28 01:41:26,597","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,13.37,109,1480,1019,1480,893,370,109
"2017-04-28 01:43:23,980","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,13.72,117,1480,979,1480,928,370,117
"2017-04-28 01:45:22,240","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,13.66,119,1480,1021,1480,930,370,119
"2017-04-28 01:47:17,916","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,12.12,119,1480,1017,1480,908,370,119
"2017-04-28 01:49:14,572","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,13.01,116,1480,1008,1480,945,370,116
"2017-04-28 01:51:10,133","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,13.02,113,1480,1019,1480,910,370,113
"2017-04-28 01:53:05,693","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,12.14,113,1480,1021,1480,952,370,113
"2017-04-28 01:55:02,303","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,13.15,115,1480,985,1480,927,370,115
"2017-04-28 01:56:59,145","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,13.38,123,1480,1044,1480,921,370,123
"2017-04-28 01:58:55,262","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,13.17,121,1480,1024,1480,886,370,121
"2017-04-28 02:00:51,336","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,12.74,117,1480,1022,1480,951,370,117
"2017-04-28 02:02:48,004","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,12.97,130,1480,1030,1480,903,370,130
"2017-04-28 02:04:43,300","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,12.84,119,1480,998,1480,940,370,119
"2017-04-28 02:06:38,157","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,12.20,110,1480,979,1480,912,370,110
"2017-04-28 02:08:33,623","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,12.30,131,1480,1017,1480,936,370,131
"2017-04-28 01:21:44,802","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,14.03,129,1480,986,1480,928,370,129
"2017-04-28 01:23:38,403","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,14.43,133,1480,1002,1480,930,370,133
"2017-04-28 01:25:29,344","20,20,20","20,20,20",41,12,12,12,True,LinearRegression,4,14.03,126,1480,1004,1480,887,370,126
