"2017-05-17 16:06:22,142",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-17 16:31:17,334","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,44.32,32,32,200,0,4,57,14,23,20,18,27,6,26,7
"2017-05-17 16:32:32,699","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,42.62,32,32,200,0,3,59,14,25,21,12,28,4,26,6
"2017-05-17 16:33:47,890","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,42.90,32,32,200,0,7,51,13,23,23,10,25,7,28,4
"2017-05-17 16:35:01,953","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.66,32,32,200,0,2,66,12,26,19,14,23,10,26,7
"2017-05-17 16:36:15,076","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.25,32,32,200,0,6,49,18,19,19,16,22,11,22,10
"2017-05-17 16:37:32,267","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,44.78,32,32,200,0,5,52,20,15,21,12,26,6,25,7
"2017-05-17 16:07:39,859","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,46.23,32,32,200,0,2,63,13,28,20,19,24,12,27,7
"2017-05-17 16:08:53,908","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,42.57,32,32,200,0,2,54,17,22,21,12,23,10,27,6
"2017-05-17 16:10:06,949","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.12,32,32,200,0,8,41,24,10,27,6,29,4,29,3
"2017-05-17 16:11:18,938","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,40.63,32,32,200,0,7,51,17,25,22,13,23,11,25,7
"2017-05-17 16:12:31,449","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,40.49,32,32,200,0,9,45,18,21,21,13,27,6,27,5
"2017-05-17 16:13:45,410","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.69,32,32,200,0,3,66,11,32,10,31,14,22,22,11
"2017-05-17 16:14:59,765","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.95,32,32,200,0,9,47,17,24,22,14,21,14,25,8
"2017-05-17 16:16:13,697","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,42.06,32,32,200,0,6,57,21,15,22,12,24,9,27,5
"2017-05-17 16:17:27,869","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.47,32,32,200,0,6,45,23,9,26,6,27,5,24,8
"2017-05-17 16:18:41,335","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.09,32,32,200,0,7,50,16,25,22,14,23,12,22,13
"2017-05-17 16:19:53,373","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,40.64,32,32,200,0,6,46,16,17,19,14,21,13,20,14
"2017-05-17 16:21:05,622","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,40.83,32,32,200,0,1,65,14,31,20,15,26,6,24,8
"2017-05-17 16:22:17,148","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,40.05,32,32,200,0,3,53,11,28,21,14,28,5,27,6
"2017-05-17 16:23:29,293","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,40.45,32,32,200,0,3,56,14,23,20,17,24,8,27,6
"2017-05-17 16:24:41,712","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,40.83,32,32,200,0,4,58,13,26,22,12,26,7,29,4
"2017-05-17 16:25:56,195","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,42.79,32,32,200,0,6,47,18,18,24,9,23,10,25,9
"2017-05-17 16:27:09,174","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.23,32,32,200,0,4,57,11,31,23,10,24,8,26,6
"2017-05-17 16:28:21,079","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,40.21,32,32,200,0,4,64,16,21,20,17,26,8,28,5
"2017-05-17 16:29:33,814","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.10,32,32,200,0,7,47,16,20,15,18,27,6,28,4
"2017-05-17 16:30:45,534","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,40.94,32,32,200,0,4,56,15,21,23,9,27,5,28,4
"2017-05-17 16:31:57,019","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,40.25,32,32,200,0,5,50,13,26,19,20,22,15,28,5
"2017-05-17 16:33:09,414","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,40.81,32,32,200,0,3,61,10,29,21,13,21,13,20,13
"2017-05-17 16:34:20,737","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,39.74,32,32,200,0,5,51,16,25,22,14,23,11,23,10
"2017-05-17 16:35:33,390","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.02,32,32,200,0,2,47,21,13,24,9,28,4,28,4
"2017-05-17 16:36:47,384","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,42.01,32,32,200,0,2,71,11,29,18,17,25,8,28,4
"2017-05-17 16:08:22,039","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,81.44,32,32,200,0,4,56,9,36,16,21,20,14,21,12
"2017-05-17 16:09:56,114","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,56.65,32,32,200,0,5,54,17,21,17,18,22,12,24,9
"2017-05-17 16:11:56,461","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,80.33,32,32,200,0,6,47,16,25,21,13,22,12,25,8
"2017-05-17 16:13:32,493","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,58.23,32,32,200,0,6,56,22,13,17,20,23,11,28,4
"2017-05-17 16:15:30,994","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,78.55,32,32,200,0,1,61,15,26,19,15,22,10,29,3
"2017-05-17 16:17:09,385","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,59.93,32,32,200,0,4,58,20,14,23,11,24,10,29,4
"2017-05-17 16:19:10,860","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,81.83,32,32,200,0,4,51,17,16,24,9,26,8,27,7
"2017-05-17 16:20:40,951","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,52.70,32,32,200,0,4,61,14,26,20,16,20,14,23,10
"2017-05-17 16:22:21,265","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,61.67,32,32,200,0,5,57,19,19,24,10,27,6,28,5
"2017-05-17 16:24:18,407","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,78.30,32,32,200,0,6,56,17,22,22,16,24,10,29,5
"2017-05-17 16:25:55,873","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,59.50,32,32,200,0,5,43,15,19,24,9,25,8,26,7
"2017-05-17 16:27:54,521","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,78.80,32,32,200,0,3,57,16,25,20,16,28,4,27,6
"2017-05-17 16:29:32,298","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,59.36,32,32,200,0,5,67,12,28,18,16,25,7,25,7
"2017-05-17 16:31:27,197","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,75.91,32,32,200,0,1,62,12,34,17,19,19,16,23,10
"2017-05-17 16:33:08,925","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,62.76,32,32,200,0,3,60,21,19,23,11,20,13,27,5
"2017-05-17 16:35:07,417","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,79.05,32,32,200,0,5,56,17,22,19,16,21,12,25,7
"2017-05-17 16:36:51,177","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,65.12,32,32,200,0,3,58,10,35,18,20,22,14,24,13
"2017-05-17 16:38:43,749","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,73.41,32,32,200,0,6,57,15,26,23,13,24,13,27,6
"2017-05-17 16:40:13,709","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,52.41,32,32,200,0,4,52,16,22,22,12,27,6,26,8
"2017-05-17 16:42:03,961","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,70.93,32,32,200,0,7,52,16,20,23,9,24,8,27,5
"2017-05-17 16:43:51,017","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,68.38,32,32,200,0,6,46,11,29,17,17,20,13,23,10
"2017-05-17 16:45:39,226","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,68.92,32,32,200,0,2,70,11,31,18,20,19,17,22,11
"2017-05-17 16:47:26,978","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,69.38,32,32,200,0,3,56,17,19,22,11,25,9,27,5
"2017-05-17 16:49:15,322","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,69.63,32,32,200,0,4,54,14,26,19,19,22,13,24,8
"2017-05-17 16:51:02,871","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,69.81,32,32,200,0,3,54,10,27,15,25,20,13,22,12
"2017-05-17 16:07:41,699","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,48.11,32,32,200,0,2,57,12,31,15,20,22,12,22,12
"2017-05-17 16:08:57,143","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,44.09,32,32,200,0,2,53,13,24,18,18,21,15,23,10
"2017-05-17 16:10:12,378","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,42.95,32,32,200,0,2,62,6,38,20,14,24,9,28,5
"2017-05-17 16:11:26,087","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.29,32,32,200,0,6,41,21,12,25,7,27,5,27,5
"2017-05-17 16:12:40,613","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,42.64,32,32,200,0,1,62,11,30,17,22,19,21,18,21
"2017-05-17 16:13:54,011","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.71,32,32,200,0,5,44,19,19,22,12,30,2,29,4
"2017-05-17 16:15:09,851","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,43.86,32,32,200,0,5,53,18,20,24,10,30,3,30,4
"2017-05-17 16:16:24,438","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,42.05,32,32,200,0,3,60,17,24,23,10,28,4,29,3
"2017-05-17 16:17:38,207","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,40.86,32,32,200,0,2,65,14,28,18,22,22,16,25,10
"2017-05-17 16:18:56,785","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,45.08,32,32,200,0,2,61,18,16,23,11,27,6,26,6
"2017-05-17 16:20:15,314","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,46.39,32,32,200,0,4,43,17,17,21,13,20,15,24,9
"2017-05-17 16:21:32,868","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,45.57,32,32,200,0,1,50,16,20,22,10,22,11,26,7
"2017-05-17 16:22:49,896","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,44.77,32,32,200,0,6,51,16,20,19,15,24,9,25,7
"2017-05-17 16:24:05,402","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,42.95,32,32,200,0,4,59,13,23,21,13,24,10,26,6
"2017-05-17 16:25:22,048","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,44.69,32,32,200,0,1,68,15,21,22,12,24,9,27,5
"2017-05-17 16:26:40,965","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,46.54,32,32,200,0,5,47,19,18,24,9,26,7,29,4
"2017-05-17 16:27:57,190","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,44.32,32,32,200,0,3,51,15,18,21,13,25,8,27,7
"2017-05-17 16:29:10,528","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.41,32,32,200,0,3,59,15,25,21,14,23,12,24,9
"2017-05-17 16:30:24,719","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.14,32,32,200,0,3,63,15,25,19,15,22,11,24,8
"2017-05-17 16:31:43,036","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,46.08,32,32,200,0,1,67,11,31,19,17,20,15,26,7
"2017-05-17 16:32:57,772","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,42.58,32,32,200,0,5,59,16,24,21,15,26,8,20,14
"2017-05-17 16:34:10,831","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.15,32,32,200,0,4,52,20,17,23,12,24,9,26,6
"2017-05-17 16:35:25,308","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.36,32,32,200,0,3,60,15,24,17,19,25,8,27,6
"2017-05-17 16:36:41,427","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,43.58,32,32,200,0,4,51,19,15,19,15,22,10,27,5
"2017-05-17 16:37:54,721","30,30,30,30,30","30,30,30,30,30","165,62,62,62,62",4,0,0,True,LinearRegression,41.73,32,32,200,0,6,56,15,23,18,19,22,12,26,6
