"2017-05-23 16:44:44,366",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-23 16:45:40,715","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.07,116,1480,974,1480,882,370,116
"2017-05-23 16:46:37,243","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.10,109,1480,979,1480,868,370,109
"2017-05-23 16:47:33,401","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.18,107,1480,969,1480,848,370,107
"2017-05-23 16:48:29,668","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.28,100,1480,948,1480,847,370,100
"2017-05-23 16:49:25,572","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.00,89,1480,957,1480,872,370,89
"2017-05-23 16:50:22,415","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.38,109,1480,973,1480,881,370,109
"2017-05-23 16:51:18,727","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.09,100,1480,982,1480,888,370,100
"2017-05-23 16:52:15,123","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.12,102,1480,967,1480,862,370,102
"2017-05-23 16:53:11,390","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.21,96,1480,936,1480,868,370,96
"2017-05-23 16:54:07,504","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.27,109,1480,975,1480,843,370,109
"2017-05-23 16:55:04,255","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.18,102,1480,961,1480,881,370,102
"2017-05-23 16:56:00,834","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.15,104,1480,967,1480,906,370,104
"2017-05-23 16:56:57,366","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.22,98,1480,968,1480,867,370,98
"2017-05-23 16:57:54,128","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.46,117,1480,983,1480,888,370,117
"2017-05-23 16:58:50,415","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.25,101,1480,963,1480,856,370,101
"2017-05-23 16:59:46,840","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.20,112,1480,953,1480,858,370,112
"2017-05-23 17:00:42,914","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.12,104,1480,942,1480,907,370,104
"2017-05-23 17:01:39,300","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.19,100,1480,952,1480,892,370,100
"2017-05-23 17:02:35,795","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.34,98,1480,958,1480,879,370,98
"2017-05-23 17:03:31,897","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.18,107,1480,980,1480,871,370,107
"2017-05-23 17:04:28,433","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.31,114,1480,969,1480,880,370,114
"2017-05-23 17:05:24,638","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.31,109,1480,976,1480,892,370,109
"2017-05-23 17:06:21,685","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.22,101,1480,978,1480,897,370,101
"2017-05-23 17:07:18,544","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.26,112,1480,992,1480,872,370,112
"2017-05-23 17:08:14,824","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.20,103,1480,951,1480,876,370,103
"2017-05-23 16:45:44,842","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.49,103,1480,962,1480,882,370,103
"2017-05-23 16:46:44,936","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.61,107,1480,946,1480,882,370,107
"2017-05-23 16:47:45,221","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.68,110,1480,980,1480,876,370,110
"2017-05-23 16:48:45,739","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.82,96,1480,931,1480,883,370,96
"2017-05-23 16:49:46,162","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.82,97,1480,978,1480,917,370,97
"2017-05-23 16:50:46,079","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.72,109,1480,945,1480,866,370,109
"2017-05-23 16:51:46,507","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.82,103,1480,960,1480,905,370,103
"2017-05-23 16:52:48,428","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.86,119,1480,980,1480,912,370,119
"2017-05-23 16:53:51,479","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.59,105,1480,949,1480,896,370,105
"2017-05-23 16:54:52,804","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.77,121,1480,970,1480,888,370,121
"2017-05-23 16:55:54,072","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,8.05,106,1480,939,1480,875,370,106
"2017-05-23 16:56:55,913","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,6.40,124,1480,977,1480,906,370,124
"2017-05-23 16:57:55,940","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.13,101,1480,939,1480,895,370,101
"2017-05-23 16:58:56,765","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.47,99,1480,983,1480,889,370,99
"2017-05-23 16:59:56,974","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.63,100,1480,926,1480,903,370,100
"2017-05-23 17:00:57,636","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.49,101,1480,906,1480,867,370,101
"2017-05-23 17:01:58,285","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.44,104,1480,948,1480,839,370,104
"2017-05-23 17:02:59,934","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.49,97,1480,979,1480,864,370,97
"2017-05-23 17:04:03,681","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,6.96,98,1480,980,1480,858,370,98
"2017-05-23 17:05:03,031","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,6.24,111,1480,957,1480,891,370,111
"2017-05-23 17:06:03,750","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,6.96,102,1480,956,1480,891,370,102
"2017-05-23 17:07:04,770","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.03,96,1480,967,1480,881,370,96
"2017-05-23 17:08:06,819","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.01,96,1480,987,1480,846,370,96
"2017-05-23 17:09:07,470","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.49,111,1480,976,1480,862,370,111
"2017-05-23 17:10:09,455","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.65,91,1480,951,1480,888,370,91
"2017-05-23 16:45:44,939","20,20,20","10,10,10","90,90,90",12,12,12,True,LinearRegression,4,7.54,103,1480,938,1480,886,370,103
