"2017-05-01 23:33:33,314",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),Fully correct seq.,Mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps
"2017-05-01 23:37:10,611","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,47.08,500,100,50,0,0,1049,0,1152,0,1128
"2017-05-01 23:40:45,516","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,45.98,500,100,50,0,0,1045,0,1177,0,1130
"2017-05-01 23:44:12,747","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,44.64,500,100,50,0,0,1031,0,1204,0,1305
"2017-05-01 23:47:40,705","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,45.09,500,100,50,0,0,1042,0,1147,0,1110
"2017-05-01 23:51:09,130","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,44.66,500,100,50,0,0,1025,0,1097,0,1098
"2017-05-01 23:54:27,333","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,44.79,500,100,50,0,0,1031,0,1149,0,1108
"2017-05-01 23:57:59,895","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,44.88,500,100,50,0,0,1026,0,1145,0,1171
"2017-05-02 00:01:28,129","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.17,500,100,50,0,0,1033,0,1088,0,1084
"2017-05-02 00:05:02,500","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.15,500,100,50,0,0,1036,0,1169,0,1144
"2017-05-02 00:08:27,806","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,47.44,500,100,50,0,0,1045,0,1067,0,1125
"2017-05-02 00:12:03,974","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,47.06,500,100,50,0,0,1029,0,1233,0,1118
"2017-05-02 00:15:32,497","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,45.41,500,100,50,0,0,1039,0,1194,0,1138
"2017-05-02 00:19:08,212","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.73,500,100,50,0,0,1043,0,1220,0,1135
"2017-05-02 00:22:43,995","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,48.28,500,100,50,0,0,1035,0,1200,0,1145
"2017-05-02 00:26:17,617","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.64,500,100,50,0,0,1023,0,1157,0,1261
"2017-05-02 00:29:46,599","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,47.26,500,100,50,0,0,1035,0,1194,0,1060
"2017-05-02 00:33:18,088","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.40,500,100,50,0,0,1024,0,1085,0,1228
"2017-05-02 00:36:48,405","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.54,500,100,50,0,0,1022,0,1201,0,1202
"2017-05-02 00:40:07,066","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,44.21,500,100,50,0,0,1033,0,1083,0,1092
"2017-05-02 00:43:18,518","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,43.00,500,100,50,0,0,1034,0,1167,0,1151
"2017-05-02 00:46:22,934","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,41.65,500,100,50,0,0,1027,0,1209,0,1242
"2017-05-02 00:49:13,816","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,37.93,500,100,50,0,0,1031,0,1068,0,1137
"2017-05-02 00:51:56,498","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,37.95,500,100,50,0,0,1034,0,1206,0,1098
"2017-05-02 00:54:47,858","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,38.11,500,100,50,0,0,1035,0,1108,0,1110
"2017-05-02 00:57:38,281","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,38.11,500,100,50,0,0,1036,0,1234,0,1174
"2017-05-01 23:52:06,376","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,48.30,500,100,50,0,0,1033,0,1128,0,1096
"2017-05-01 23:55:39,731","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,47.29,500,100,50,0,0,1027,0,1165,0,1130
"2017-05-01 23:59:18,758","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,47.48,500,100,50,0,0,1037,0,1425,0,1077
"2017-05-02 00:02:56,227","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,48.65,500,100,50,0,0,1026,0,1379,0,1037
"2017-05-02 00:06:21,476","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.89,500,100,50,0,0,1026,0,1211,0,1125
"2017-05-02 00:09:55,408","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.95,500,100,50,0,0,1034,0,1128,0,1133
"2017-05-02 00:13:37,735","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.81,500,100,50,0,0,1038,0,1147,0,1106
"2017-05-02 00:17:15,293","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,49.26,500,100,50,0,0,1023,0,1122,0,1288
"2017-05-02 00:20:57,388","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,47.93,500,100,50,0,0,1032,0,1084,0,1158
"2017-05-02 00:24:38,609","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.92,500,100,50,0,0,1036,0,1188,0,1070
"2017-05-02 00:28:17,759","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,47.30,500,100,50,0,0,1029,0,1070,0,1122
"2017-05-02 00:31:48,642","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.29,500,100,50,0,0,1025,0,1132,0,1122
"2017-05-02 00:35:13,636","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,46.93,500,100,50,0,0,1027,0,1237,0,1271
"2017-05-02 00:38:50,138","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,45.58,500,100,50,0,0,1039,0,1106,0,1145
"2017-05-02 00:42:11,755","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,42.92,500,100,50,0,0,1023,0,1222,0,1259
"2017-05-02 00:45:32,669","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,43.38,500,100,50,0,0,1024,0,1212,0,1151
"2017-05-02 00:48:42,350","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,41.99,500,100,50,0,0,1035,0,1148,0,1071
"2017-05-02 00:51:38,506","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,38.33,500,100,50,0,0,1023,0,1283,0,1100
"2017-05-02 00:54:41,143","16,16,16","20,20,20",106,7,7,7,True,LinearRegression,37.74,500,100,50,0,0,1029,0,1128,0,1136
