"2017-04-28 12:57:55,234",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-04-28 13:00:02,422","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,15.16,140,1480,1071,1480,985,370,140
"2017-04-28 13:02:15,492","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,15.49,150,1480,1061,1480,1021,370,150
"2017-04-28 13:04:28,233","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,15.44,148,1480,1052,1480,1006,370,148
"2017-04-28 13:06:36,161","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,12.98,128,1480,1070,1480,969,370,128
"2017-04-28 13:08:46,868","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,15.91,148,1480,1096,1480,996,370,148
"2017-04-28 13:10:59,669","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,15.66,155,1480,1065,1480,1019,370,155
"2017-04-28 13:13:12,985","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,13.84,151,1480,1082,1480,988,370,151
"2017-04-28 13:15:27,429","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,14.61,149,1480,1070,1480,999,370,149
"2017-04-28 13:17:36,949","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,13.48,146,1480,1028,1480,989,370,146
"2017-04-28 13:19:45,956","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,13.18,151,1480,1092,1480,997,370,151
"2017-04-28 13:21:53,326","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,13.74,145,1480,1041,1480,999,370,145
"2017-04-28 13:24:00,601","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,12.67,163,1480,1072,1480,979,370,163
"2017-04-28 13:26:07,427","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,13.00,161,1480,1109,1480,1007,370,161
"2017-04-28 13:28:09,618","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,13.10,157,1480,1090,1480,1002,370,157
"2017-04-28 13:30:14,696","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,13.53,141,1480,1059,1480,999,370,141
"2017-04-28 13:32:24,872","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,14.81,167,1480,1090,1480,1025,370,167
"2017-04-28 13:34:33,311","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,14.69,158,1480,1041,1480,996,370,158
"2017-04-28 13:36:41,883","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,14.35,146,1480,1103,1480,996,370,146
"2017-04-28 13:38:55,154","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,15.14,143,1480,1059,1480,989,370,143
"2017-04-28 13:41:09,458","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,14.79,162,1480,1084,1480,1007,370,162
"2017-04-28 13:43:21,187","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,13.08,153,1480,1057,1480,1045,370,153
"2017-04-28 13:45:31,562","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,11.59,145,1480,1079,1480,962,370,145
"2017-04-28 13:47:43,689","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,15.08,175,1480,1111,1480,1017,370,175
"2017-04-28 13:49:50,783","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,13.09,137,1480,1077,1480,995,370,137
"2017-04-28 13:51:59,857","20,20,20","20,20,20",182,12,12,12,True,LinearRegression,4,13.24,147,1480,1056,1480,1014,370,147
"2017-06-06 12:04:48,659","20,20,20","20,20,20","182,182,182",12,12,12,True,LinearRegression,4,13.30,167,1480,1085,1480,1007,370,167
"2017-06-06 12:06:54,268","20,20,20","20,20,20","182,182,182",12,12,12,True,LinearRegression,4,14.18,158,1480,1055,1480,998,370,158
"2017-06-06 12:09:01,220","20,20,20","20,20,20","182,182,182",12,12,12,True,LinearRegression,4,14.94,130,1480,1072,1480,1026,370,130
"2017-06-06 12:11:06,512","20,20,20","20,20,20","182,182,182",12,12,12,True,LinearRegression,4,12.94,143,1480,1088,1480,991,370,143
"2017-06-06 12:13:12,445","20,20,20","20,20,20","182,182,182",12,12,12,True,LinearRegression,4,14.21,149,1480,1070,1480,974,370,149
"2017-06-06 12:15:17,064","20,20,20","20,20,20","182,182,182",12,12,12,True,LinearRegression,4,15.33,157,1480,1082,1480,996,370,157
"2017-06-06 12:17:24,942","20,20,20","20,20,20","182,182,182",12,12,12,True,LinearRegression,4,15.30,135,1480,1090,1480,993,370,135
"2017-06-06 12:19:30,429","20,20,20","20,20,20","182,182,182",12,12,12,True,LinearRegression,4,15.27,141,1480,1062,1480,991,370,141
"2017-06-06 12:21:35,670","20,20,20","20,20,20","182,182,182",12,12,12,True,LinearRegression,4,13.97,158,1480,1094,1480,982,370,158
"2017-06-06 12:23:40,134","20,20,20","20,20,20","182,182,182",12,12,12,True,LinearRegression,4,13.16,151,1480,1081,1480,996,370,151
"2017-06-06 12:25:48,063","20,20,20","20,20,20","182,182,182",12,12,12,True,LinearRegression,4,13.69,152,1480,1122,1480,984,370,152
"2017-06-06 12:27:54,557","20,20,20","20,20,20","182,182,182",12,12,12,True,LinearRegression,4,15.89,143,1480,1102,1480,1007,370,143
"2017-06-06 12:30:02,606","20,20,20","20,20,20","182,182,182",12,12,12,True,LinearRegression,4,15.49,161,1480,1078,1480,980,370,161
