"2017-05-23 17:10:10,254",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-23 17:12:11,382","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.98,91,1480,797,1480,747,370,91
"2017-05-23 17:14:12,220","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.30,98,1480,814,1480,759,370,98
"2017-05-23 17:16:11,483","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.44,98,1480,800,1480,745,370,98
"2017-05-23 17:18:12,671","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,15.37,113,1480,812,1480,760,370,113
"2017-05-23 17:20:12,570","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.84,93,1480,817,1480,759,370,93
"2017-05-23 17:22:13,087","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.25,99,1480,778,1480,725,370,99
"2017-05-23 17:24:11,464","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.40,106,1480,811,1480,759,370,106
"2017-05-23 17:26:13,214","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,15.21,104,1480,788,1480,736,370,104
"2017-05-23 17:28:12,599","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.80,97,1480,809,1480,743,370,97
"2017-05-23 17:30:14,188","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.79,106,1480,782,1480,728,370,106
"2017-05-23 17:32:16,750","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,15.45,107,1480,803,1480,743,370,107
"2017-05-23 17:34:17,024","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.89,97,1480,801,1480,739,370,97
"2017-05-23 17:36:16,810","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.88,100,1480,793,1480,749,370,100
"2017-05-23 17:38:16,723","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.10,124,1480,792,1480,737,370,124
"2017-05-23 17:40:18,681","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,15.54,101,1480,759,1480,734,370,101
"2017-05-23 17:42:19,133","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.42,96,1480,827,1480,742,370,96
"2017-05-23 17:44:19,577","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.83,94,1480,817,1480,722,370,94
"2017-05-23 17:46:19,643","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.93,100,1480,794,1480,731,370,100
"2017-05-23 17:48:19,739","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.60,100,1480,806,1480,737,370,100
"2017-05-23 17:50:19,067","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.68,91,1480,773,1480,739,370,91
"2017-05-23 17:52:16,942","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.34,111,1480,778,1480,735,370,111
"2017-05-23 17:54:13,340","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.42,89,1480,773,1480,713,370,89
"2017-05-23 17:56:09,703","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.00,106,1480,796,1480,763,370,106
"2017-05-23 17:58:06,995","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,12.77,94,1480,786,1480,719,370,94
"2017-05-23 18:00:01,405","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,11.58,100,1480,801,1480,705,370,100
"2017-05-23 17:10:08,216","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.92,92,1480,778,1480,750,370,92
"2017-05-23 17:12:00,330","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.84,105,1480,796,1480,720,370,105
"2017-05-23 17:13:52,508","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.17,97,1480,798,1480,746,370,97
"2017-05-23 17:15:44,736","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.94,108,1480,790,1480,740,370,108
"2017-05-23 17:17:37,801","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.39,102,1480,787,1480,745,370,102
"2017-05-23 17:19:30,380","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.56,105,1480,821,1480,773,370,105
"2017-05-23 17:21:22,623","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.89,110,1480,815,1480,743,370,110
"2017-05-23 17:23:14,565","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.88,116,1480,781,1480,760,370,116
"2017-05-23 17:25:06,935","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.52,110,1480,793,1480,755,370,110
"2017-05-23 17:26:59,229","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.12,90,1480,809,1480,711,370,90
"2017-05-23 17:28:51,695","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.95,94,1480,784,1480,743,370,94
"2017-05-23 17:30:44,178","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.01,94,1480,814,1480,723,370,94
"2017-05-23 17:32:37,262","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.27,102,1480,820,1480,742,370,102
"2017-05-23 17:34:29,796","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.67,103,1480,794,1480,743,370,103
"2017-05-23 17:36:22,588","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.61,111,1480,779,1480,732,370,111
"2017-05-23 17:38:14,840","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.85,98,1480,799,1480,760,370,98
"2017-05-23 17:40:07,318","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.15,100,1480,810,1480,758,370,100
"2017-05-23 17:42:00,559","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.19,111,1480,786,1480,753,370,111
"2017-05-23 17:43:52,441","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.42,88,1480,795,1480,757,370,88
"2017-05-23 17:45:44,324","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,13.72,104,1480,781,1480,730,370,104
"2017-05-23 17:47:37,510","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.39,104,1480,798,1480,742,370,104
"2017-05-23 17:49:31,630","20,20,20","20,20,20","90,90,90",12,12,12,True,LinearRegression,4,14.30,107,1480,776,1480,732,370,107
