"2017-05-15 19:53:58,739",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-15 19:55:09,931","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,39.11,32,32,200,0,13,37,15,24,21,14,29,4,30,2
"2017-05-15 19:56:22,723","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,40.98,32,32,200,0,11,40,21,15,23,12,27,5,28,4
"2017-05-15 19:57:33,533","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,39.34,32,32,200,0,2,53,13,26,20,17,22,11,27,5
"2017-05-15 19:58:45,733","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,40.45,32,32,200,0,4,58,11,33,14,26,17,21,22,11
"2017-05-15 19:59:58,604","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,41.19,32,32,200,0,4,60,7,46,12,28,12,25,19,14
"2017-05-15 20:01:16,573","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,45.58,32,32,200,0,6,48,15,25,20,15,22,13,25,9
"2017-05-15 20:02:31,500","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,43.42,32,32,200,0,4,51,16,21,22,11,27,5,29,4
"2017-05-15 20:03:45,866","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,42.85,32,32,200,0,7,46,20,18,24,10,26,8,26,6
"2017-05-15 20:05:00,467","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,42.59,32,32,200,0,11,40,18,17,21,13,26,7,26,6
"2017-05-15 20:06:17,158","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,45.28,32,32,200,0,8,42,15,28,21,14,24,9,27,6
"2017-05-15 20:07:30,185","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,41.08,32,32,200,0,7,50,14,29,20,20,22,15,25,9
"2017-05-15 20:08:45,438","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,43.22,32,32,200,0,7,52,16,27,21,19,22,13,27,5
"2017-05-15 20:10:01,580","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,44.09,32,32,200,0,6,47,16,21,25,9,27,6,28,4
"2017-05-15 20:11:18,885","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,44.92,32,32,200,0,5,57,11,30,16,22,20,14,23,12
