"2017-05-15 19:53:58,739",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Tot. fit time,Training sets,Testing sets,Distractor period,Point (success),1 fully correct seq.,1 mispredicted time steps,2 fully correct seq.,2 mispredicted time steps,3 fully correct seq.,3 mispredicted time steps,4 fully correct seq.,4 mispredicted time steps,5 fully correct seq.,5 mispredicted time steps
"2017-05-15 20:12:33,435","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,42.20,32,32,200,0,4,75,7,41,12,27,19,17,25,8
"2017-05-15 20:13:45,872","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,40.30,32,32,200,0,10,44,21,20,30,2,30,3,30,2
"2017-05-15 20:15:02,527","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,44.04,32,32,200,0,4,46,16,22,21,12,25,7,27,6
"2017-05-15 20:16:18,557","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,43.72,32,32,200,0,3,59,11,37,12,30,20,17,25,7
"2017-05-15 20:17:31,552","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,41.86,32,32,200,0,5,59,16,27,19,17,26,6,26,7
"2017-05-15 20:18:44,803","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,42.00,32,32,200,0,5,60,16,27,18,18,28,4,30,2
"2017-05-15 20:19:56,288","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,39.91,32,32,200,0,1,72,9,38,14,27,20,18,24,10
"2017-05-15 20:21:11,068","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,43.08,32,32,200,0,7,38,16,19,21,14,25,8,26,7
"2017-05-15 20:22:29,924","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,47.35,32,32,200,0,4,61,17,18,18,17,21,14,22,13
"2017-05-15 20:23:45,128","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,43.27,32,32,200,0,4,61,13,26,14,20,21,11,22,10
"2017-05-15 20:24:58,883","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,41.32,32,32,200,0,5,59,19,25,21,17,24,11,27,5
"2017-05-15 20:09:16,827","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,63.94,32,32,200,0,7,43,14,26,14,22,20,14,22,10
"2017-05-15 20:11:14,300","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,79.22,32,32,200,0,6,51,18,21,23,12,24,11,26,6
"2017-05-15 20:12:51,105","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,58.95,32,32,200,0,8,57,13,30,19,18,22,13,26,6
"2017-05-15 20:14:47,109","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,76.26,32,32,200,0,8,54,15,27,19,16,20,13,21,13
"2017-05-15 20:16:27,947","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,62.27,32,32,200,0,5,54,19,22,21,20,26,10,26,8
"2017-05-15 20:18:23,881","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,75.86,32,32,200,0,6,54,18,22,20,18,21,14,24,8
"2017-05-15 20:20:07,713","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,66.17,32,32,200,0,5,58,15,25,18,17,22,12,23,10
"2017-05-15 20:22:02,933","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,77.32,32,32,200,0,11,39,22,12,23,10,25,7,24,8
"2017-05-15 20:23:44,920","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,64.27,32,32,200,0,3,49,12,28,21,16,23,11,23,10
"2017-05-15 20:25:37,368","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,74.29,32,32,200,0,10,48,18,25,19,17,21,12,27,6
"2017-05-15 20:27:06,555","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,51.98,32,32,200,0,6,57,15,22,21,15,22,13,24,10
"2017-05-15 20:28:56,656","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,71.48,32,32,200,0,10,53,12,30,17,19,21,13,26,9
"2017-05-15 20:30:46,493","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,71.73,32,32,200,0,5,50,19,18,25,8,29,3,30,2
"2017-05-15 20:32:31,840","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,66.84,32,32,200,0,5,49,10,30,20,16,24,11,24,10
"2017-05-15 20:34:18,120","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,67.85,32,32,200,0,5,52,17,19,23,11,26,6,28,4
"2017-05-15 20:36:05,086","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,68.02,32,32,200,0,7,55,16,31,20,21,22,19,23,14
"2017-05-15 20:37:51,672","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,67.83,32,32,200,0,6,60,15,27,19,18,23,11,25,9
"2017-05-15 20:39:43,320","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,71.97,32,32,200,0,8,48,17,22,21,14,20,15,22,10
"2017-05-15 20:41:32,668","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,71.24,32,32,200,0,7,53,15,25,21,13,25,8,26,6
"2017-05-15 20:43:23,716","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,71.08,32,32,200,0,3,57,17,22,19,18,21,15,23,10
"2017-05-15 20:45:06,922","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,64.10,32,32,200,0,7,45,13,24,21,13,22,11,22,12
"2017-05-15 20:46:35,609","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,51.52,32,32,200,0,1,74,11,35,16,19,26,6,27,5
"2017-05-15 20:48:34,731","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,79.34,32,32,200,0,4,53,14,27,21,14,27,6,28,4
"2017-05-15 20:50:14,286","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,60.46,32,32,200,0,3,52,14,26,15,19,24,9,26,6
"2017-05-15 20:52:09,703","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,75.84,32,32,200,0,2,64,17,22,22,14,23,10,30,3
"2017-05-15 19:55:03,204","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,41.79,32,32,200,0,6,53,18,20,22,14,24,10,28,4
"2017-05-15 19:56:15,736","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,41.12,32,32,200,0,7,54,15,28,19,17,21,13,24,12
"2017-05-15 19:57:30,056","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,42.39,32,32,200,0,7,43,16,22,22,10,25,7,30,2
"2017-05-15 19:58:47,253","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,45.46,32,32,200,0,6,56,15,23,20,18,22,15,25,10
"2017-05-15 20:00:03,366","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,44.36,32,32,200,0,3,56,13,29,16,23,19,22,25,7
"2017-05-15 20:01:15,835","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,41.47,32,32,200,0,6,46,12,32,15,21,17,18,25,9
"2017-05-15 20:02:30,756","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,42.82,32,32,200,0,4,58,13,26,17,18,24,9,22,11
"2017-05-15 20:03:43,610","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,41.06,32,32,200,0,5,66,11,37,21,16,23,13,24,10
"2017-05-15 20:04:57,618","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,42.19,32,32,200,0,2,61,11,32,20,16,21,14,24,10
"2017-05-15 20:06:17,902","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,48.48,32,32,200,0,6,53,11,31,19,18,27,7,27,5
"2017-05-15 20:07:35,265","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,45.81,32,32,200,0,5,54,14,28,19,17,23,9,26,6
"2017-05-15 20:08:49,699","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,42.68,32,32,200,0,7,47,19,21,17,21,22,11,24,8
"2017-05-15 20:10:04,140","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,42.51,32,32,200,0,6,47,14,24,20,16,23,10,23,10
"2017-05-15 20:11:20,079","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,44.87,32,32,200,0,11,33,18,21,23,12,21,12,24,9
"2017-05-15 20:12:38,043","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,45.34,32,32,200,0,3,57,17,21,26,9,26,8,27,5
"2017-05-15 20:13:51,192","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,41.33,32,32,200,0,4,52,15,20,19,15,22,12,23,10
"2017-05-15 20:15:03,020","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,40.10,32,32,200,0,7,43,23,15,29,4,29,4,29,4
"2017-05-15 20:16:17,263","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,42.50,32,32,200,0,8,52,15,26,20,17,23,12,27,7
"2017-05-15 20:17:32,773","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,43.13,32,32,200,0,6,55,19,20,24,13,28,6,28,6
"2017-05-15 20:18:49,796","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,45.09,32,32,200,0,5,56,15,21,25,7,28,5,27,5
"2017-05-15 20:20:09,408","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,47.59,32,32,200,0,8,53,16,27,20,19,24,13,22,14
"2017-05-15 20:21:25,957","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,44.48,32,32,200,0,8,49,16,23,23,13,24,11,28,4
"2017-05-15 20:22:41,413","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,44.04,32,32,200,0,6,43,10,31,17,19,23,11,25,8
"2017-05-15 20:23:55,863","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,42.66,32,32,200,0,4,52,16,23,22,13,28,6,27,5
"2017-05-15 20:25:05,948","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,38.53,32,32,200,0,9,52,21,20,24,12,30,4,27,7
"2017-05-15 19:55:23,175","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,44.21,32,32,200,0,5,52,17,20,24,8,26,6,28,4
"2017-05-15 19:56:41,581","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,45.66,32,32,200,0,4,57,13,27,17,18,23,12,24,8
"2017-05-15 19:58:00,113","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,46.43,32,32,200,0,7,60,12,41,21,22,23,16,22,14
"2017-05-15 19:59:14,666","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,41.98,32,32,200,0,10,32,20,16,28,5,26,7,26,6
"2017-05-15 20:00:35,095","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,48.04,32,32,200,0,4,57,18,18,19,17,19,15,23,9
"2017-05-15 20:01:52,358","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,44.91,32,32,200,0,8,48,13,27,20,14,23,10,21,11
"2017-05-15 20:03:07,326","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,41.87,32,32,200,0,5,59,19,23,22,16,23,13,28,5
"2017-05-15 20:04:22,955","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,43.50,32,32,200,0,5,62,16,30,21,18,21,14,24,11
"2017-05-15 20:05:36,101","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,41.38,32,32,200,0,3,60,8,36,14,24,19,15,26,7
"2017-05-15 20:06:49,064","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,41.25,32,32,200,0,5,52,13,26,18,16,23,10,24,9
"2017-05-15 20:08:02,516","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,41.16,32,32,200,0,3,69,9,36,11,27,23,10,25,7
"2017-05-15 20:09:13,526","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,40.14,32,32,200,0,3,66,18,20,24,11,29,4,29,3
"2017-05-15 20:10:25,209","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,40.09,32,32,200,0,5,59,16,29,16,25,20,16,20,13
"2017-05-15 20:11:36,725","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,39.79,32,32,200,0,3,70,13,33,18,23,19,19,21,16
"2017-05-15 20:12:48,144","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,40.52,32,32,200,0,4,58,13,28,21,15,25,10,26,7
"2017-05-15 20:14:07,576","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,47.08,32,32,200,0,3,50,11,28,16,19,18,17,23,11
"2017-05-15 20:15:19,400","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,40.58,32,32,200,0,3,50,15,20,18,16,26,6,28,5
"2017-05-15 20:16:38,390","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,46.33,32,32,200,0,3,60,13,27,17,16,25,7,26,7
"2017-05-15 20:17:52,027","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,41.35,32,32,200,0,5,60,13,25,22,16,23,12,25,8
"2017-05-15 20:19:05,119","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,42.07,32,32,200,0,3,52,9,30,13,21,17,15,24,8
"2017-05-15 20:20:21,210","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,44.44,32,32,200,0,7,56,15,25,19,18,23,12,23,11
"2017-05-15 20:21:33,831","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,39.44,32,32,200,0,3,61,13,29,16,21,22,11,25,8
"2017-05-15 20:22:44,104","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,39.19,32,32,200,0,3,56,19,20,23,11,22,11,24,8
"2017-05-15 20:23:56,776","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,40.91,32,32,200,0,6,52,17,24,21,16,22,15,26,8
"2017-05-15 20:25:08,423","30,30,30,30,30","30,30,30,30,30","54,62,62,62,62",4,0,0,True,LinearRegression,39.90,32,32,200,0,2,64,14,22,18,16,26,6,26,8
