"2016-11-16 06:23:06,453",I,R,Rule,Input size,Input area,Automaton size,Concat before,Training sets,Testing sets,Distractor period,Successful,Wrong bits
"2016-11-16 08:49:45,604",8,8,150,4,40,40,True,32,32,200,0,32
"2016-11-16 08:51:05,548",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 08:52:40,572",8,8,150,4,40,40,True,32,32,200,0,159
"2016-11-16 08:54:14,160",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:55:30,068",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 08:57:13,332",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:58:34,598",8,8,150,4,40,40,True,32,32,200,0,64
"2016-11-16 09:00:07,937",8,8,150,4,40,40,True,32,32,200,0,155
"2016-11-16 09:01:33,681",8,8,150,4,40,40,True,32,32,200,0,115
"2016-11-16 09:03:06,980",8,8,150,4,40,40,True,32,32,200,0,74
"2016-11-16 09:04:48,787",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:06:17,812",8,8,150,4,40,40,True,32,32,200,23,9
"2016-11-16 09:07:48,498",8,8,150,4,40,40,True,32,32,200,0,157
"2016-11-16 09:09:18,164",8,8,150,4,40,40,True,32,32,200,2,35
"2016-11-16 09:10:44,835",8,8,150,4,40,40,True,32,32,200,0,159
"2016-11-16 09:12:19,498",8,8,150,4,40,40,True,32,32,200,0,150
"2016-11-16 09:13:40,366",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 09:15:13,995",8,8,150,4,40,40,True,32,32,200,0,159
"2016-11-16 09:16:50,223",8,8,150,4,40,40,True,32,32,200,0,53
"2016-11-16 09:18:12,630",8,8,150,4,40,40,True,32,32,200,31,1
"2016-11-16 09:19:38,994",8,8,150,4,40,40,True,32,32,200,0,42
"2016-11-16 09:21:13,063",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:22:54,558",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:24:25,432",8,8,150,4,40,40,True,32,32,200,0,82
"2016-11-16 09:25:54,088",8,8,150,4,40,40,True,32,32,200,29,3
"2016-11-16 09:27:26,798",8,8,150,4,40,40,True,32,32,200,4,51
"2016-11-16 09:29:00,657",8,8,150,4,40,40,True,32,32,200,30,2
"2016-11-16 09:30:46,531",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:32:27,942",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:34:05,522",8,8,150,4,40,40,True,32,32,200,0,134
"2016-11-16 09:35:42,604",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:37:28,122",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:39:03,165",8,8,150,4,40,40,True,32,32,200,0,135
"2016-11-16 09:40:40,367",8,8,150,4,40,40,True,32,32,200,1,75
"2016-11-16 09:41:57,846",8,8,150,4,40,40,True,32,32,200,31,1
"2016-11-16 09:43:26,253",8,8,150,4,40,40,True,32,32,200,0,127
"2016-11-16 09:45:01,950",8,8,150,4,40,40,True,32,32,200,0,159
"2016-11-16 09:46:41,138",8,8,150,4,40,40,True,32,32,200,31,1
"2016-11-16 09:48:25,308",8,8,150,4,40,40,True,32,32,200,0,125
"2016-11-16 09:50:07,028",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:51:47,954",8,8,150,4,40,40,True,32,32,200,0,148
"2016-11-16 09:53:26,363",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:54:59,906",8,8,150,4,40,40,True,32,32,200,0,147
"2016-11-16 09:56:25,735",8,8,150,4,40,40,True,32,32,200,0,104
"2016-11-16 09:58:04,922",8,8,150,4,40,40,True,32,32,200,0,113
"2016-11-16 09:59:39,551",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:01:13,681",8,8,150,4,40,40,True,32,32,200,1,80
"2016-11-16 10:02:52,681",8,8,150,4,40,40,True,32,32,200,0,158
"2016-11-16 10:04:30,999",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:06:09,185",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 10:07:30,746",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 10:08:59,486",8,8,150,4,40,40,True,32,32,200,0,84
"2016-11-16 10:10:43,444",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:12:20,036",8,8,150,4,40,40,True,32,32,200,0,59
"2016-11-16 10:14:03,866",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:16:01,701",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:17:31,234",8,8,150,4,40,40,True,32,32,200,0,141
"2016-11-16 10:19:11,594",8,8,150,4,40,40,True,32,32,200,0,156
"2016-11-16 10:20:49,713",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:22:23,877",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:24:07,741",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:25:55,053",8,8,150,4,40,40,True,32,32,200,0,109
"2016-11-16 10:27:34,365",8,8,150,4,40,40,True,32,32,200,0,127
"2016-11-16 10:29:10,556",8,8,150,4,40,40,True,32,32,200,0,158
"2016-11-16 10:30:55,585",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:32:47,078",8,8,150,4,40,40,True,32,32,200,0,159
"2016-11-16 10:34:39,866",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:36:09,594",8,8,150,4,40,40,True,32,32,200,0,158
"2016-11-16 10:37:46,482",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:39:22,878",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:40:53,203",8,8,150,4,40,40,True,32,32,200,0,157
"2016-11-16 10:42:30,753",8,8,150,4,40,40,True,32,32,200,0,107
"2016-11-16 10:44:15,043",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:45:58,580",8,8,150,4,40,40,True,32,32,200,0,157
"2016-11-16 10:47:46,016",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:49:30,268",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:51:05,088",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:52:40,687",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:54:06,208",8,8,150,4,40,40,True,32,32,200,23,9
"2016-11-16 10:55:33,218",8,8,150,4,40,40,True,32,32,200,0,88
"2016-11-16 10:57:07,189",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:58:54,493",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:00:34,753",8,8,150,4,40,40,True,32,32,200,15,18
"2016-11-16 11:02:13,342",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 11:04:04,393",8,8,150,4,40,40,True,32,32,200,0,145
"2016-11-16 11:05:48,964",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:07:32,051",8,8,150,4,40,40,True,32,32,200,0,32
"2016-11-16 11:09:02,732",8,8,150,4,40,40,True,32,32,200,0,67
"2016-11-16 11:10:43,392",8,8,150,4,40,40,True,32,32,200,0,97
"2016-11-16 11:12:26,839",8,8,150,4,40,40,True,32,32,200,0,98
"2016-11-16 11:14:09,428",8,8,150,4,40,40,True,32,32,200,6,45
"2016-11-16 11:16:07,518",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:17:52,281",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:19:27,939",8,8,150,4,40,40,True,32,32,200,0,79
"2016-11-16 11:21:12,145",8,8,150,4,40,40,True,32,32,200,0,146
"2016-11-16 11:23:01,574",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:24:52,794",8,8,150,4,40,40,True,32,32,200,0,59
"2016-11-16 11:26:18,148",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 11:27:57,573",8,8,150,4,40,40,True,32,32,200,0,130
"2016-11-16 11:29:49,922",8,8,150,4,40,40,True,32,32,200,0,124
"2016-11-16 11:31:48,761",8,8,150,4,40,40,True,32,32,200,0,111
"2016-11-16 11:33:31,887",8,8,150,4,40,40,True,32,32,200,0,32
"2016-11-16 11:35:17,585",8,8,150,4,40,40,True,32,32,200,0,81
"2016-11-16 11:36:59,213",8,8,150,4,40,40,True,32,32,200,0,47
"2016-11-16 11:38:45,003",8,8,150,4,40,40,True,32,32,200,0,148
"2016-11-16 11:40:32,718",8,8,150,4,40,40,True,32,32,200,0,153
"2016-11-16 11:42:28,501",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:44:13,567",8,8,150,4,40,40,True,32,32,200,0,148
"2016-11-16 11:46:06,125",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:47:47,856",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:49:19,709",8,8,150,4,40,40,True,32,32,200,23,9
"2016-11-16 11:50:58,868",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:52:38,028",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:54:14,563",8,8,150,4,40,40,True,32,32,200,3,29
"2016-11-16 11:55:51,501",8,8,150,4,40,40,True,32,32,200,0,159
"2016-11-16 11:57:35,736",8,8,150,4,40,40,True,32,32,200,0,140
"2016-11-16 11:59:12,203",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 12:00:39,799",8,8,150,4,40,40,True,32,32,200,0,135
"2016-11-16 12:02:17,383",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 12:03:58,671",8,8,150,4,40,40,True,32,32,200,29,3
"2016-11-16 12:05:51,654",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 12:07:25,842",8,8,150,4,40,40,True,32,32,200,22,10
"2016-11-16 12:08:56,044",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 12:10:21,074",8,8,150,4,40,40,True,32,32,200,0,91
"2016-11-16 12:11:56,615",8,8,150,4,40,40,True,32,32,200,0,100
"2016-11-16 12:13:27,806",8,8,150,4,40,40,True,32,32,200,0,87
"2016-11-16 12:15:05,240",8,8,150,4,40,40,True,32,32,200,8,29
"2016-11-16 12:16:35,721",8,8,150,4,40,40,True,32,32,200,28,5
"2016-11-16 12:18:17,787",8,8,150,4,40,40,True,32,32,200,0,159
"2016-11-16 12:19:50,338",8,8,150,4,40,40,True,32,32,200,11,22
"2016-11-16 12:21:38,380",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 12:23:19,757",8,8,150,4,40,40,True,32,32,200,31,1
"2016-11-16 12:24:58,748",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 12:26:38,551",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 12:28:03,986",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 12:30:02,438",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 12:31:39,240",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 12:33:03,391",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 12:34:43,701",8,8,150,4,40,40,True,32,32,200,0,91
"2016-11-16 12:36:23,748",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 12:37:59,371",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 12:39:47,172",8,8,150,4,40,40,True,32,32,200,0,144
"2016-11-16 12:41:21,069",8,8,150,4,40,40,True,32,32,200,22,10
"2016-11-16 12:42:57,205",8,8,150,4,40,40,True,32,32,200,0,159
"2016-11-16 12:44:39,167",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 12:46:07,240",8,8,150,4,40,40,True,32,32,200,14,22
"2016-11-16 12:47:41,064",8,8,150,4,40,40,True,32,32,200,0,145
"2016-11-16 12:49:27,001",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 12:50:52,343",8,8,150,4,40,40,True,32,32,200,0,63
"2016-11-16 12:52:26,341",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 12:54:03,467",8,8,150,4,40,40,True,32,32,200,0,130
"2016-11-16 12:55:38,435",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 12:57:14,492",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 12:58:49,390",8,8,150,4,40,40,True,32,32,200,0,120
"2016-11-16 13:00:40,688",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 13:02:14,383",8,8,150,4,40,40,True,32,32,200,0,60
"2016-11-16 13:03:47,633",8,8,150,4,40,40,True,32,32,200,0,74
"2016-11-16 13:05:19,833",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 13:06:49,247",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 06:25:30,328",8,8,150,4,40,40,True,32,32,200,0,158
"2016-11-16 06:27:13,938",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 06:28:43,986",8,8,150,4,40,40,True,32,32,200,0,148
"2016-11-16 06:30:15,402",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 06:31:51,733",8,8,150,4,40,40,True,32,32,200,0,98
"2016-11-16 06:33:22,493",8,8,150,4,40,40,True,32,32,200,0,68
"2016-11-16 06:35:03,328",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 06:36:34,133",8,8,150,4,40,40,True,32,32,200,18,15
"2016-11-16 06:38:14,671",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 06:39:52,712",8,8,150,4,40,40,True,32,32,200,0,143
"2016-11-16 06:41:28,099",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 06:43:10,376",8,8,150,4,40,40,True,32,32,200,0,147
"2016-11-16 06:44:54,380",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 06:46:28,773",8,8,150,4,40,40,True,32,32,200,6,29
"2016-11-16 06:47:54,108",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 06:49:23,632",8,8,150,4,40,40,True,32,32,200,25,7
"2016-11-16 06:50:51,732",8,8,150,4,40,40,True,32,32,200,0,152
"2016-11-16 06:52:30,819",8,8,150,4,40,40,True,32,32,200,0,139
"2016-11-16 06:54:14,461",8,8,150,4,40,40,True,32,32,200,0,145
"2016-11-16 06:55:56,947",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 06:57:50,116",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 06:59:32,333",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:01:02,202",8,8,150,4,40,40,True,32,32,200,0,50
"2016-11-16 07:02:52,693",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:04:20,922",8,8,150,4,40,40,True,32,32,200,0,71
"2016-11-16 07:05:58,413",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:07:33,304",8,8,150,4,40,40,True,32,32,200,0,155
"2016-11-16 07:09:17,876",8,8,150,4,40,40,True,32,32,200,0,141
"2016-11-16 07:10:46,039",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 07:12:19,358",8,8,150,4,40,40,True,32,32,200,0,128
"2016-11-16 07:13:40,701",8,8,150,4,40,40,True,32,32,200,0,135
"2016-11-16 07:15:20,811",8,8,150,4,40,40,True,32,32,200,0,91
"2016-11-16 07:17:12,280",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:18:53,607",8,8,150,4,40,40,True,32,32,200,0,95
"2016-11-16 07:20:36,022",8,8,150,4,40,40,True,32,32,200,0,129
"2016-11-16 07:22:21,308",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:23:59,213",8,8,150,4,40,40,True,32,32,200,0,157
"2016-11-16 07:25:39,371",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:27:15,691",8,8,150,4,40,40,True,32,32,200,0,129
"2016-11-16 07:29:00,587",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:30:32,049",8,8,150,4,40,40,True,32,32,200,28,4
"2016-11-16 07:32:04,016",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:33:49,670",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:35:41,164",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:37:31,209",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:39:09,172",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:40:35,691",8,8,150,4,40,40,True,32,32,200,0,150
"2016-11-16 07:42:19,665",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:44:01,142",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:45:40,999",8,8,150,4,40,40,True,32,32,200,0,135
"2016-11-16 07:47:26,444",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:49:05,990",8,8,150,4,40,40,True,32,32,200,0,155
"2016-11-16 07:50:52,853",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:52:35,927",8,8,150,4,40,40,True,32,32,200,21,11
"2016-11-16 07:54:28,232",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:55:53,931",8,8,150,4,40,40,True,32,32,200,0,32
"2016-11-16 07:57:24,820",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 07:58:55,178",8,8,150,4,40,40,True,32,32,200,0,149
"2016-11-16 08:00:15,412",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 08:01:50,121",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:03:14,250",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:04:51,092",8,8,150,4,40,40,True,32,32,200,0,131
"2016-11-16 08:06:11,938",8,8,150,4,40,40,True,32,32,200,13,26
"2016-11-16 08:07:43,657",8,8,150,4,40,40,True,32,32,200,0,158
"2016-11-16 08:09:13,441",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:10:35,902",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:12:10,047",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:13:58,384",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:15:39,887",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:17:26,966",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:18:58,940",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 08:20:39,977",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:22:21,275",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:23:52,871",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:25:41,298",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:27:05,254",8,8,150,4,40,40,True,32,32,200,0,117
"2016-11-16 08:28:48,148",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:30:17,266",8,8,150,4,40,40,True,32,32,200,0,68
"2016-11-16 08:31:48,948",8,8,150,4,40,40,True,32,32,200,0,112
"2016-11-16 08:33:29,814",8,8,150,4,40,40,True,32,32,200,0,130
"2016-11-16 08:35:01,287",8,8,150,4,40,40,True,32,32,200,1,84
"2016-11-16 08:36:47,395",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:38:39,851",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:40:16,560",8,8,150,4,40,40,True,32,32,200,0,110
"2016-11-16 08:41:55,775",8,8,150,4,40,40,True,32,32,200,31,1
"2016-11-16 08:43:23,920",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:44:52,625",8,8,150,4,40,40,True,32,32,200,0,135
"2016-11-16 08:46:20,293",8,8,150,4,40,40,True,32,32,200,0,60
"2016-11-16 08:47:53,382",8,8,150,4,40,40,True,32,32,200,0,62
"2016-11-16 08:49:27,468",8,8,150,4,40,40,True,32,32,200,0,97
"2016-11-16 08:50:57,510",8,8,150,4,40,40,True,32,32,200,0,100
"2016-11-16 08:52:24,594",8,8,150,4,40,40,True,32,32,200,0,37
"2016-11-16 08:53:59,456",8,8,150,4,40,40,True,32,32,200,0,121
"2016-11-16 08:55:31,366",8,8,150,4,40,40,True,32,32,200,0,32
"2016-11-16 08:57:04,340",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 08:58:31,339",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 09:00:01,933",8,8,150,4,40,40,True,32,32,200,0,131
"2016-11-16 09:01:19,152",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 09:02:44,193",8,8,150,4,40,40,True,32,32,200,0,116
"2016-11-16 09:04:20,529",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:05:51,984",8,8,150,4,40,40,True,32,32,200,0,43
"2016-11-16 09:07:14,341",8,8,150,4,40,40,True,32,32,200,0,85
"2016-11-16 09:08:48,683",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:10:25,995",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:11:55,615",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:13:26,974",8,8,150,4,40,40,True,32,32,200,0,154
"2016-11-16 09:15:06,735",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:16:35,201",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:18:02,796",8,8,150,4,40,40,True,32,32,200,0,151
"2016-11-16 09:19:23,945",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 09:21:07,760",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 09:22:37,673",8,8,150,4,40,40,True,32,32,200,0,120
"2016-11-16 09:24:13,334",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:25:41,445",8,8,150,4,40,40,True,32,32,200,0,157
"2016-11-16 09:27:20,704",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:28:53,624",8,8,150,4,40,40,True,32,32,200,0,96
"2016-11-16 09:30:28,467",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:32:09,080",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:33:41,641",8,8,150,4,40,40,True,32,32,200,0,95
"2016-11-16 09:35:26,276",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:37:03,209",8,8,150,4,40,40,True,32,32,200,0,108
"2016-11-16 09:38:33,138",8,8,150,4,40,40,True,32,32,200,0,77
"2016-11-16 09:40:07,447",8,8,150,4,40,40,True,32,32,200,0,127
"2016-11-16 09:41:44,236",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:43:17,389",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 09:44:56,309",8,8,150,4,40,40,True,32,32,200,0,81
"2016-11-16 09:46:20,815",8,8,150,4,40,40,True,32,32,200,0,125
"2016-11-16 09:47:49,802",8,8,150,4,40,40,True,32,32,200,0,158
"2016-11-16 09:49:12,803",8,8,150,4,40,40,True,32,32,200,30,2
"2016-11-16 09:50:59,608",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:52:40,566",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:54:27,959",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:56:13,992",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 09:57:52,999",8,8,150,4,40,40,True,32,32,200,0,83
"2016-11-16 09:59:16,479",8,8,150,4,40,40,True,32,32,200,2,35
"2016-11-16 10:00:53,949",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:02:32,164",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:04:01,119",8,8,150,4,40,40,True,32,32,200,0,128
"2016-11-16 10:05:42,194",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:07:15,171",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:09:02,510",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:10:39,944",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:12:22,297",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:14:00,483",8,8,150,4,40,40,True,32,32,200,0,113
"2016-11-16 10:15:34,628",8,8,150,4,40,40,True,32,32,200,0,77
"2016-11-16 10:17:01,597",8,8,150,4,40,40,True,32,32,200,0,89
"2016-11-16 10:18:31,453",8,8,150,4,40,40,True,32,32,200,0,158
"2016-11-16 10:20:09,623",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:21:38,282",8,8,150,4,40,40,True,32,32,200,0,32
"2016-11-16 10:23:14,323",8,8,150,4,40,40,True,32,32,200,0,94
"2016-11-16 10:25:03,941",8,8,150,4,40,40,True,32,32,200,0,107
"2016-11-16 10:26:39,728",8,8,150,4,40,40,True,32,32,200,0,156
"2016-11-16 10:28:15,756",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:30:02,065",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:31:43,248",8,8,150,4,40,40,True,32,32,200,0,71
"2016-11-16 10:33:24,919",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:34:56,762",8,8,150,4,40,40,True,32,32,200,0,141
"2016-11-16 10:36:34,249",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:38:18,396",8,8,150,4,40,40,True,32,32,200,0,88
"2016-11-16 10:39:57,165",8,8,150,4,40,40,True,32,32,200,0,158
"2016-11-16 10:41:35,710",8,8,150,4,40,40,True,32,32,200,0,134
"2016-11-16 10:43:11,020",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 10:44:58,404",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:46:30,507",8,8,150,4,40,40,True,32,32,200,0,65
"2016-11-16 10:48:04,552",8,8,150,4,40,40,True,32,32,200,0,145
"2016-11-16 10:49:39,838",8,8,150,4,40,40,True,32,32,200,2,47
"2016-11-16 10:51:15,189",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:52:45,486",8,8,150,4,40,40,True,32,32,200,0,60
"2016-11-16 10:54:25,578",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:56:01,312",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:57:35,000",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 10:58:57,229",8,8,150,4,40,40,True,32,32,200,28,4
"2016-11-16 11:00:40,239",8,8,150,4,40,40,True,32,32,200,0,138
"2016-11-16 11:02:24,338",8,8,150,4,40,40,True,32,32,200,0,130
"2016-11-16 11:04:12,515",8,8,150,4,40,40,True,32,32,200,0,119
"2016-11-16 11:05:49,927",8,8,150,4,40,40,True,32,32,200,0,139
"2016-11-16 11:07:25,523",8,8,150,4,40,40,True,32,32,200,0,32
"2016-11-16 11:08:58,215",8,8,150,4,40,40,True,32,32,200,0,156
"2016-11-16 11:10:38,760",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:12:24,847",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:14:07,377",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:16:02,096",8,8,150,4,40,40,True,32,32,200,0,55
"2016-11-16 11:17:59,696",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:19:32,327",8,8,150,4,40,40,True,32,32,200,32,0
"2016-11-16 11:21:18,484",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:23:03,213",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:24:56,228",8,8,150,4,40,40,True,32,32,200,0,160
"2016-11-16 11:26:34,278",8,8,150,4,40,40,True,32,32,200,6,41
"2016-11-16 11:28:09,209",8,8,150,4,40,40,True,32,32,200,0,160
