"2016-11-14 12:22:21,932",I,R,Rule,Input size,Input area,Automaton size,Training sets,Testing sets,Distractor period,Successful
"2016-11-14 12:22:39,094",8,8,90,4,20,20,32,32,200,68.750000
"2016-11-14 12:22:58,337",8,8,90,4,20,20,32,32,200,0.000000
"2016-11-14 12:23:19,911",8,8,90,4,20,20,32,32,200,0.000000
