"2016-11-19 20:23:55,009",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Point (success),R1 correct,R1 wrong bits,R2 correct,R2 wrong bits
"2016-11-19 20:23:58,316",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,3,55,6,52
"2016-11-19 20:24:01,475",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,7,40,6,39
"2016-11-19 20:24:04,536",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,4,52,5,44
"2016-11-19 20:24:07,837",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,2,36,26,6
"2016-11-19 20:24:10,876",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,7,35,8,31
"2016-11-19 20:24:14,384",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,4,57,8,39
"2016-11-19 20:24:17,497",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,5,48,6,44
"2016-11-19 20:24:20,440",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,2,58,5,44
"2016-11-19 20:24:23,843",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,1,80,0,96
"2016-11-19 20:24:27,001",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,6,50,6,50
"2016-11-19 20:24:30,405",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,5,58,6,49
"2016-11-19 20:24:33,545",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,3,69,5,52
"2016-11-19 20:24:36,851",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,3,50,7,44
"2016-11-19 20:24:40,103",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,5,40,8,35
"2016-11-19 20:24:42,887",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,3,62,2,62
"2016-11-19 20:24:46,013",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,1,80,1,80
"2016-11-19 20:24:49,018",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,2,71,3,68
"2016-11-19 20:24:51,949",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,4,65,5,52
"2016-11-19 20:24:54,960",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,6,42,7,41
"2016-11-19 20:24:57,853",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,16,22,16,18
"2016-11-19 20:25:00,961",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,6,46,6,46
"2016-11-19 20:25:04,327",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,8,37,7,38
"2016-11-19 20:25:07,270",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,2,78,1,79
"2016-11-19 20:25:10,640",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,1,77,8,46
"2016-11-19 20:25:13,686",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,6,38,6,37
"2016-11-19 20:25:16,680",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,3,47,7,42
"2016-11-19 20:25:19,998",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,3,65,4,57
"2016-11-19 20:25:23,068",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,0,71,2,51
"2016-11-19 20:25:26,448",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,6,56,0,67
"2016-11-19 20:25:29,534",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,2,64,0,88
"2016-11-19 20:25:32,653",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,10,31,4,40
"2016-11-19 20:25:35,942",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,7,42,7,39
"2016-11-19 20:25:38,868",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,1,80,2,73
"2016-11-19 20:25:42,305",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,4,52,3,53
"2016-11-19 20:25:45,389",2,4,180,4,40,40,True,LinearRegression,32,32,200,0,5,41,6,38
