"2016-11-20 14:31:33,160",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Point (success),R1 correct,R1 wrong bits,R2 correct,R2 wrong bits
"2016-11-20 14:31:36,469",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,160,0,112
"2016-11-20 14:31:40,710",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,3,82,12,34
"2016-11-20 14:31:43,976",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,9,36,22,11
"2016-11-20 14:31:46,854",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,1,80,11,37
"2016-11-20 14:31:50,381",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,3,77,15,25
"2016-11-20 14:31:53,685",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,161,0,129
"2016-11-20 14:31:56,867",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,158,0,75
"2016-11-20 14:32:00,293",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,94,13,22
"2016-11-20 14:32:03,457",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,117,9,59
"2016-11-20 14:32:06,964",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,158,1,132
"2016-11-20 14:32:10,141",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,160,0,96
"2016-11-20 14:32:13,347",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,157,1,109
"2016-11-20 14:32:16,772",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,160,0,139
"2016-11-20 14:32:19,904",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,160,0,100
"2016-11-20 14:32:23,467",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,160,0,150
"2016-11-20 14:32:26,796",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,101,11,29
"2016-11-20 14:32:30,413",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,131,7,63
"2016-11-20 14:32:33,839",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,162,0,140
"2016-11-20 14:32:37,140",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,144,4,99
"2016-11-20 14:32:40,665",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,160,1,89
"2016-11-20 14:32:43,929",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,87,8,44
"2016-11-20 14:32:47,730",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,105,17,25
"2016-11-20 14:32:51,057",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,160,0,160
"2016-11-20 14:32:54,721",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,161,0,158
"2016-11-20 14:32:58,103",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,160,1,94
"2016-11-20 14:33:01,169",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,159,2,77
"2016-11-20 14:33:04,134",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,7,56,4,48
"2016-11-20 14:33:07,309",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,160,2,131
"2016-11-20 14:33:11,781",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,160,0,143
"2016-11-20 14:33:15,252",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,0,126,3,56
"2016-11-20 14:33:18,458",2,4,22,4,40,40,True,LinearRegression,32,32,200,0,1,88,10,29
