"2016-11-15 00:03:11,587",I,R,Rule,Input size,Input area,Automaton size,Training sets,Testing sets,Distractor period,Successful
"2016-11-15 01:35:30,050",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 01:35:46,671",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 01:36:02,608",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 01:36:17,661",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 01:36:33,199",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 01:36:48,108",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 01:37:02,606",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 01:37:19,761",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 01:37:36,101",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 01:37:52,471",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:38:08,487",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 01:38:22,875",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 01:38:36,455",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:38:53,095",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 01:39:06,832",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 01:39:22,494",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:39:38,433",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 01:39:53,795",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 01:40:10,642",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 01:40:26,576",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 01:40:41,355",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 01:40:56,259",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 01:41:11,562",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 01:41:28,392",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 01:41:48,140",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 01:42:02,138",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 01:42:17,292",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 01:42:33,598",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:42:49,936",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 01:43:06,173",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:43:21,139",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:43:35,756",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:43:51,158",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 01:44:05,626",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 01:44:20,049",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 01:44:36,162",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 01:44:52,222",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:45:07,405",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 01:45:21,966",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 01:45:37,418",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:45:55,155",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 01:46:09,395",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 01:46:25,452",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 01:46:41,282",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:46:56,575",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:47:12,759",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 01:47:28,816",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 01:47:43,894",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 01:47:59,153",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 01:48:15,322",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 01:48:29,397",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 01:48:47,155",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 01:49:00,920",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 01:49:16,591",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 01:49:32,740",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 01:49:49,913",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 01:50:05,507",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 01:50:21,129",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 01:50:36,430",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 01:50:53,853",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 01:51:10,780",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 01:51:27,947",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 01:51:43,652",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:51:58,830",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:52:12,154",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 01:52:27,514",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 01:52:42,878",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 01:52:58,151",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 01:53:14,339",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:53:30,682",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 01:53:45,971",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:54:02,556",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 01:54:18,128",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 01:54:35,736",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 01:54:49,535",4,8,102,4,40,40,32,32,200,18.750000
"2016-11-15 01:55:05,980",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 01:55:22,857",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 01:55:38,516",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 01:55:54,594",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 01:56:09,691",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 01:56:25,223",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 01:56:41,703",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 01:56:56,977",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 01:57:12,042",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 01:57:26,657",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 01:57:41,957",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 01:57:55,954",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 01:58:12,960",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:58:28,370",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 01:58:42,969",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:58:59,151",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 01:59:14,540",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 01:59:30,127",4,8,102,4,40,40,32,32,200,46.875000
"2016-11-15 01:59:45,955",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 02:00:00,195",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 02:00:15,171",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 02:00:31,177",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 02:00:46,042",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:01:03,025",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:01:18,983",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 02:01:35,276",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:01:51,358",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 02:02:07,032",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:02:23,484",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:02:38,966",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 02:02:56,740",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 02:03:11,914",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 02:03:26,400",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:03:40,899",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:03:54,539",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 02:04:11,026",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 02:04:27,055",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 02:04:43,077",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 02:04:57,831",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:05:13,845",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:05:29,290",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 02:05:42,973",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:05:58,695",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:06:15,477",4,8,102,4,40,40,32,32,200,59.375000
"2016-11-15 02:06:32,732",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:06:50,259",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:07:07,511",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 02:07:23,489",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:07:39,696",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:07:55,902",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 02:08:10,441",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:08:27,042",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 02:08:42,357",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 02:08:57,662",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 02:09:13,148",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:09:29,660",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:09:44,382",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:09:59,719",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 02:10:15,381",4,8,102,4,40,40,32,32,200,46.875000
"2016-11-15 02:10:28,215",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:10:44,122",4,8,102,4,40,40,32,32,200,53.125000
"2016-11-15 02:10:58,533",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:11:15,715",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 02:11:31,456",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:11:46,639",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 02:12:01,130",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:12:17,910",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 02:12:32,621",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:12:48,246",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:13:05,250",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:13:19,678",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 02:13:35,585",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 02:13:53,177",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 02:14:08,405",4,8,102,4,40,40,32,32,200,59.375000
"2016-11-15 02:14:23,683",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 02:14:38,539",4,8,102,4,40,40,32,32,200,40.625000
"2016-11-15 02:14:53,609",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:15:09,068",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:15:25,423",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:15:39,300",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 02:15:55,219",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:16:10,768",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:16:26,669",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:16:44,404",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:17:00,523",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 02:17:15,083",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:17:31,443",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 02:17:47,784",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:18:03,314",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:18:18,827",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:18:32,804",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 02:18:49,003",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:19:03,628",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 02:19:19,124",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 02:19:33,779",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:19:48,763",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 02:20:06,209",4,8,102,4,40,40,32,32,200,34.375000
"2016-11-15 02:20:20,881",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:20:36,273",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 02:20:52,841",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 02:21:09,033",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:21:24,857",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 02:21:40,600",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 02:21:56,957",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 02:22:12,024",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 02:22:26,911",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 02:22:44,204",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 02:22:59,549",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 02:23:17,184",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:23:32,792",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 02:23:47,373",4,8,102,4,40,40,32,32,200,59.375000
"2016-11-15 02:24:01,093",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 02:24:17,044",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 02:24:32,264",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:24:47,406",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 02:25:02,281",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 02:25:18,355",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 02:25:32,625",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:25:48,128",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:26:02,333",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 02:26:17,085",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:26:32,069",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 02:26:46,963",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:27:03,565",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:27:19,552",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:27:35,661",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:27:51,308",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:28:04,188",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:28:23,542",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 02:28:39,538",4,8,102,4,40,40,32,32,200,59.375000
"2016-11-15 02:28:55,766",4,8,102,4,40,40,32,32,200,28.125000
"2016-11-15 02:29:09,999",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:29:24,365",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 02:29:38,899",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 02:29:54,756",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 02:30:10,273",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:30:23,775",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:30:38,153",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:30:54,930",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:31:10,673",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:31:25,943",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 02:31:41,169",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 02:31:56,045",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:32:12,540",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 02:32:28,449",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 02:32:44,222",4,8,102,4,40,40,32,32,200,40.625000
"2016-11-15 02:33:01,141",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:33:15,894",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 02:33:31,364",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:33:46,526",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:34:02,529",4,8,102,4,40,40,32,32,200,18.750000
"2016-11-15 02:34:17,648",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:34:31,489",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:34:47,073",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:35:02,766",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 02:35:17,366",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 02:35:33,785",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 02:35:50,697",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 02:36:06,921",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:36:20,532",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:36:35,897",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:36:53,901",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 02:37:08,915",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:37:24,285",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 02:37:38,832",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 02:37:54,672",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 02:38:11,042",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:38:26,319",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 02:38:42,993",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:38:58,503",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:39:14,641",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:39:29,839",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:39:46,474",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:40:02,643",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:40:17,623",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 02:40:31,838",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:40:49,547",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:41:06,478",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:41:22,105",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:41:36,444",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 02:41:51,008",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:42:07,416",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 02:42:21,651",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 02:42:36,532",4,8,102,4,40,40,32,32,200,59.375000
"2016-11-15 02:42:50,942",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:43:07,670",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:43:24,217",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:43:39,448",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:43:53,996",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:44:08,700",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:44:22,660",4,8,102,4,40,40,32,32,200,18.750000
"2016-11-15 02:44:37,536",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:44:54,499",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 02:45:10,045",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:45:23,425",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 02:45:38,812",4,8,102,4,40,40,32,32,200,18.750000
"2016-11-15 02:45:54,273",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 02:46:09,745",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:46:25,219",4,8,102,4,40,40,32,32,200,40.625000
"2016-11-15 02:46:41,661",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 02:46:56,601",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 02:47:12,788",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:47:29,481",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 02:47:44,514",4,8,102,4,40,40,32,32,200,18.750000
"2016-11-15 02:47:59,311",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 02:48:14,929",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:48:32,229",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:48:46,761",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:49:04,212",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 02:49:19,366",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:49:33,208",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:49:48,215",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 02:50:03,088",4,8,102,4,40,40,32,32,200,18.750000
"2016-11-15 02:50:17,250",4,8,102,4,40,40,32,32,200,28.125000
"2016-11-15 02:50:33,003",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 02:50:47,502",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 02:51:03,283",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:51:18,052",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:51:32,973",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:51:49,266",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:52:04,480",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:52:20,463",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:52:36,639",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:52:52,964",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:53:08,801",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:53:24,606",4,8,102,4,40,40,32,32,200,59.375000
"2016-11-15 02:53:39,767",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 02:53:55,878",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 02:54:11,945",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 02:54:27,812",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:54:44,563",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:55:00,798",4,8,102,4,40,40,32,32,200,18.750000
"2016-11-15 02:55:15,159",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 02:55:31,720",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:55:47,430",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 02:56:05,942",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 02:56:21,170",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:56:37,168",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 02:56:53,118",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 02:57:09,870",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 02:57:27,784",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 02:57:42,890",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 02:57:58,207",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 02:58:15,081",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 02:58:31,852",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 02:58:47,204",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 02:59:03,143",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 02:59:19,072",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 02:59:35,117",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 02:59:51,882",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 03:00:06,056",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:00:23,455",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 03:00:38,772",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:00:54,536",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 03:01:12,025",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 03:01:29,178",4,8,102,4,40,40,32,32,200,46.875000
"2016-11-15 03:01:44,070",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:01:59,760",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:02:15,010",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:02:29,952",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:02:44,391",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:03:01,241",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:03:16,387",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 03:03:32,017",4,8,102,4,40,40,32,32,200,28.125000
"2016-11-15 03:03:47,054",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 03:04:02,381",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 03:04:18,286",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 03:04:32,855",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:04:46,570",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:05:00,923",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 03:05:15,234",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:05:29,048",4,8,102,4,40,40,32,32,200,28.125000
"2016-11-15 03:05:46,631",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 03:06:00,388",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:06:15,118",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:06:30,194",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 03:06:44,089",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:06:59,655",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 03:07:16,037",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 03:07:32,039",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:07:47,861",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:08:03,648",4,8,102,4,40,40,32,32,200,100.000000
