"2016-11-22 09:38:14,369",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Point (success),R1 correct,R1 wrong bits,R2 correct,R2 wrong bits
"2016-11-22 09:38:21,426",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,16,16,17,15
"2016-11-22 09:38:28,481",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,7,35,7,33
"2016-11-22 09:38:35,322",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,16,18,20,13
"2016-11-22 09:38:42,060",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,8,34,16,18
"2016-11-22 09:38:49,266",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,4,48,3,50
"2016-11-22 09:38:56,833",2,8,60,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-22 09:39:04,898",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,8,32,4,44
"2016-11-22 09:39:13,008",2,8,60,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-22 09:39:20,523",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,8,32,4,36
"2016-11-22 09:39:27,141",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,16,16,8,24
"2016-11-22 09:39:34,063",2,8,60,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-22 09:39:40,839",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,28,4,29,3
"2016-11-22 09:39:47,592",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,18,14,18,14
"2016-11-22 09:39:55,122",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,16,16,16,16
"2016-11-22 09:40:02,397",2,8,60,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-22 09:40:09,209",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,11,46,9,37
"2016-11-22 09:40:16,320",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,2,44,29,3
"2016-11-22 09:40:23,347",2,8,60,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-22 09:40:30,329",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,12,20,8,24
"2016-11-22 09:40:37,308",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,5,47,13,22
"2016-11-22 09:40:44,235",2,8,60,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-22 09:40:51,118",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,16,16,16,16
"2016-11-22 09:40:58,440",2,8,60,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-22 09:41:06,290",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,16,16,24,8
"2016-11-22 09:41:13,210",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,8,32,6,35
"2016-11-22 09:41:20,403",2,8,60,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-22 09:41:27,208",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,22,12,24,9
"2016-11-22 09:41:33,868",2,8,60,4,40,40,True,LinearRegression,32,32,200,0,2,54,8,29
