"2016-11-21 04:43:06,432",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Point (success),R1 correct,R1 wrong bits,R2 correct,R2 wrong bits
"2016-11-21 04:43:14,446",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,26,6,28,4
"2016-11-21 04:43:20,981",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,37,16,16
"2016-11-21 04:43:28,153",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,14,20,28,4
"2016-11-21 04:43:34,475",4,4,165,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-21 04:43:42,225",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,14,19,18,15
"2016-11-21 04:43:48,756",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,27,5,27,5
"2016-11-21 04:43:55,613",4,4,165,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-21 04:44:02,595",4,4,165,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-21 04:44:08,970",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,4,42,20,15
"2016-11-21 04:44:16,584",4,4,165,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-21 04:44:24,294",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,26,6,28,4
"2016-11-21 04:44:31,193",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,8,48,17,15
"2016-11-21 04:44:37,472",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,26,6,30,2
"2016-11-21 04:44:43,803",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,84,14,25
"2016-11-21 04:44:50,864",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,42,19,14
"2016-11-21 04:44:57,730",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,15,17,19,13
"2016-11-21 04:45:04,120",4,4,165,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-21 04:45:10,470",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,25,11,27,6
"2016-11-21 04:45:17,046",4,4,165,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-21 04:45:23,395",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,16,16,12,20
"2016-11-21 04:45:29,860",4,4,165,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-21 04:45:37,865",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-21 04:45:44,559",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,9,26,26,6
"2016-11-21 04:45:51,240",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,15,27,18,17
"2016-11-21 04:45:57,738",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,14,25,19,18
"2016-11-21 04:46:04,572",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,16,16,16,16
"2016-11-21 04:46:11,723",4,4,165,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-21 04:46:18,567",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,18,14,21,11
"2016-11-21 04:46:25,822",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,24,8,25,7
"2016-11-21 04:46:32,537",4,4,165,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-21 04:46:39,460",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-21 04:46:46,063",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,0,131,9,35
"2016-11-21 04:46:52,859",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,20,18,21,15
"2016-11-21 04:46:59,428",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,11,28,16,19
"2016-11-21 04:47:06,120",4,4,165,4,40,40,True,LinearRegression,32,32,200,0,12,20,18,15
